,0,Unnamed: 0,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
14334,14334,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,38151603
14752,14752,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10568247
15170,15170,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,1654950
15588,15588,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,20367487
16006,16006,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,184556
16424,16424,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,26630303
16820,16820,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,12335084
16886,16886,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7320807
17216,17216,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,4987573
17568,17568,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,515181
17964,17964,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,523111
18250,18250,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,7364753
18624,18624,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,66866839
18668,18668,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1074277
18734,18734,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,103890
19152,19152,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,10525694
19416,19416,32448,2018HepbbTurkey,Turkey,2018,Hepbb,CEECIS,99,1300000,1313000,71321399
19768,19768,32650,2018HepbbTurkmenistan,Turkmenistan,2018,Hepbb,CEECIS,99,138000,139000,5007954
20142,20142,33181,2018HepbbUkraine,Ukraine,2018,Hepbb,CEECIS,49,206000,421000,46053300
20538,20538,33382,2018HepbbUnited Arab Emirates,United Arab Emirates,2018,Hepbb,MENA,97,97000,100000,7917372
20956,20956,33935,2018HepbbUnited States,United States,2018,Hepbb,Industrialized,66,2582000,3912000,306771529
21330,21330,34336,2018HepbbUzbekistan,Uzbekistan,2018,Hepbb,CEECIS,95,662000,696000,27767400
21704,21704,34531,2018HepbbVanuatu,Vanuatu,2018,Hepbb,EAPR,80,7000,9000,230247
13,13,4,2018HepbbAfghanistan,Afghanistan,2018,Hepbb,ROSA,18,217000,1207000,29185507
123,123,165,2018HepbbAlbania,Albania,2018,Hepbb,CEECIS,99,34000,34000,2913021
541,541,374,2018HepbbAlgeria,Algeria,2018,Hepbb,MENA,99,1013000,1023000,35977455
871,871,1076,2018HepbbArgentina,Argentina,2018,Hepbb,LACR,82,619000,755000,40788453
1201,1201,1304,2018HepbbArmenia,Armenia,2018,Hepbb,CEECIS,97,40000,41000,2877319
1619,1619,1876,2018HepbbAzerbaijan,Azerbaijan,2018,Hepbb,CEECIS,99,165000,167000,9054332
1993,1993,2249,2018HepbbBahrain,Bahrain,2018,Hepbb,MENA,98,21000,22000,1240860
2081,2081,2787,2018HepbbBelarus,Belarus,2018,Hepbb,CEECIS,98,109000,111000,9490583
2389,2389,3162,2018HepbbBelize,Belize,2018,Hepbb,LACR,55,4000,8000,322464
2411,2411,3520,2018HepbbBhutan,Bhutan,2018,Hepbb,ROSA,96,13000,13000,685503
2587,2587,4249,2018HepbbBrazil,Brazil,2018,Hepbb,LACR,80,2332000,2915000,195713635
3005,3005,4504,2018HepbbBrunei Darussalam,Brunei Darussalam,2018,Hepbb,EAPR,99,6000,6000,388646
3423,3423,4713,2018HepbbBulgaria,Bulgaria,2018,Hepbb,CEECIS,96,60000,63000,7395599
3841,3841,5265,2018HepbbCabo Verde,Cabo Verde,2018,Hepbb,WCAR,97,10000,11000,492654
4215,4215,5435,2018HepbbCambodia,Cambodia,2018,Hepbb,EAPR,73,266000,365000,14312212
4479,4479,6450,2018HepbbChina,China,2018,Hepbb,EAPR,96,16151000,16824000,1337705000
4809,4809,6619,2018HepbbColombia,Colombia,2018,Hepbb,LACR,77,567000,736000,45222700
4853,4853,7350,2018HepbbCosta Rica,Costa Rica,2018,Hepbb,LACR,90,63000,70000,4577378
5337,5337,7918,2018HepbbCuba,Cuba,2018,Hepbb,LACR,99,114000,115000,11225832
5755,5755,8954,2018HepbbDjibouti,Djibouti,2018,Hepbb,MENA,93,19000,21000,840198
5909,5909,9297,2018HepbbDominican Republic,Dominican Republic,2018,Hepbb,LACR,65,135000,207000,9695121
6305,6305,9496,2018HepbbEcuador,Ecuador,2018,Hepbb,LACR,70,236000,336000,15011117
6459,6459,9901,2018HepbbEl Salvador,El Salvador,2018,Hepbb,LACR,77,90000,117000,6183875
6547,6547,10900,2018HepbbFiji,Fiji,2018,Hepbb,EAPR,90,17000,19000,859818
6943,6943,11822,2018HepbbGeorgia,Georgia,2018,Hepbb,CEECIS,97,52000,54000,3786695
7339,7339,12583,2018HepbbGrenada,Grenada,2018,Hepbb,LACR,95,2000,2000,106233
7383,7383,12754,2018HepbbGuatemala,Guatemala,2018,Hepbb,LACR,48,203000,424000,14630417
7581,7581,13617,2018HepbbHonduras,Honduras,2018,Hepbb,LACR,79,164000,207000,8317470
7845,7845,14156,2018HepbbIndia,India,2018,Hepbb,ROSA,54,13049000,24164000,1234281170
8087,8087,14316,2018HepbbIndonesia,Indonesia,2018,Hepbb,EAPR,54,2611000,4834000,241834215
8131,8131,14668,2018HepbbIraq,Iraq,2018,Hepbb,MENA,41,457000,1115000,29741976
8461,8461,15040,2018HepbbIsrael,Israel,2018,Hepbb,Industrialized,95,162000,170000,7623600
8879,8879,15947,2018HepbbKazakhstan,Kazakhstan,2018,Hepbb,CEECIS,95,364000,384000,16321872
9297,9297,16336,2018HepbbKiribati,Kiribati,2018,Hepbb,EAPR,89,3000,3000,102927
9715,9715,16537,2018HepbbKuwait,Kuwait,2018,Hepbb,MENA,99,57000,57000,2991884
10353,10353,17320,2018HepbbLebanon,Lebanon,2018,Hepbb,MENA,80,94000,117000,4953061
10771,10771,18022,2018HepbbLithuania,Lithuania,2018,Hepbb,Industrialized,97,28000,29000,3097282
11189,11189,18736,2018HepbbMalaysia,Malaysia,2018,Hepbb,EAPR,95,502000,528000,28208035
11607,11607,18937,2018HepbbMaldives,Maldives,2018,Hepbb,ROSA,99,7000,7000,365734
11651,11651,20018,2018HepbbMexico,Mexico,2018,Hepbb,LACR,98,2176000,2220000,114092963
11849,11849,20648,2018HepbbMongolia,Mongolia,2018,Hepbb,EAPR,98,75000,76000,2719896
12267,12267,20964,2018HepbbMorocco,Morocco,2018,Hepbb,MENA,36,245000,682000,32343389
12465,12465,21310,2018HepbbMyanmar,Myanmar,2018,Hepbb,EAPR,7,66000,943000,50600818
12509,12509,21465,2018HepbbNamibia,Namibia,2018,Hepbb,ESAR,76,53000,70000,2118874
12619,12619,23207,2018HepbbOman,Oman,2018,Hepbb,MENA,99,90000,91000,3041434
13037,13037,23800,2018HepbbPanama,Panama,2018,Hepbb,LACR,85,67000,79000,3642687
13433,13433,24038,2018HepbbPapua New Guinea,Papua New Guinea,2018,Hepbb,EAPR,25,58000,233000,7310507
13719,13719,24408,2018HepbbPeru,Peru,2018,Hepbb,LACR,73,419000,573000,29027674
14071,14071,24643,2018HepbbPhilippines,Philippines,2018,Hepbb,EAPR,50,1095000,2191000,93966780
14335,14335,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,38042794
14753,14753,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10573100
15171,15171,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,1856327
15589,15589,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,20246871
16007,16007,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,185949
16425,16425,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,27421461
16821,16821,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,12678148
16887,16887,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7291436
17217,17217,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,5076732
17569,17569,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,527861
17965,17965,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,529131
18251,18251,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,7527394
18625,18625,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,67195028
18669,18669,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1093523
18735,18735,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,103986
19153,19153,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,10635244
19417,19417,32448,2018HepbbTurkey,Turkey,2018,Hepbb,CEECIS,99,1300000,1313000,72326988
19769,19769,32650,2018HepbbTurkmenistan,Turkmenistan,2018,Hepbb,CEECIS,99,138000,139000,5087213
20143,20143,33181,2018HepbbUkraine,Ukraine,2018,Hepbb,CEECIS,49,206000,421000,45870700
20539,20539,33382,2018HepbbUnited Arab Emirates,United Arab Emirates,2018,Hepbb,MENA,97,97000,100000,8549988
20957,20957,33935,2018HepbbUnited States,United States,2018,Hepbb,Industrialized,66,2582000,3912000,309326085
21331,21331,34336,2018HepbbUzbekistan,Uzbekistan,2018,Hepbb,CEECIS,95,662000,696000,28562400
21705,21705,34531,2018HepbbVanuatu,Vanuatu,2018,Hepbb,EAPR,80,7000,9000,236211
14,14,4,2018HepbbAfghanistan,Afghanistan,2018,Hepbb,ROSA,18,217000,1207000,30117413
124,124,165,2018HepbbAlbania,Albania,2018,Hepbb,CEECIS,99,34000,34000,2905195
542,542,374,2018HepbbAlgeria,Algeria,2018,Hepbb,MENA,99,1013000,1023000,36661444
872,872,1076,2018HepbbArgentina,Argentina,2018,Hepbb,LACR,82,619000,755000,41261490
1202,1202,1304,2018HepbbArmenia,Armenia,2018,Hepbb,CEECIS,97,40000,41000,2876538
1620,1620,1876,2018HepbbAzerbaijan,Azerbaijan,2018,Hepbb,CEECIS,99,165000,167000,9173082
1994,1994,2249,2018HepbbBahrain,Bahrain,2018,Hepbb,MENA,98,21000,22000,1278151
2082,2082,2787,2018HepbbBelarus,Belarus,2018,Hepbb,CEECIS,98,109000,111000,9473172
2390,2390,3162,2018HepbbBelize,Belize,2018,Hepbb,LACR,55,4000,8000,330237
2412,2412,3520,2018HepbbBhutan,Bhutan,2018,Hepbb,ROSA,96,13000,13000,693298
2588,2588,4249,2018HepbbBrazil,Brazil,2018,Hepbb,LACR,80,2332000,2915000,197514534
3006,3006,4504,2018HepbbBrunei Darussalam,Brunei Darussalam,2018,Hepbb,EAPR,99,6000,6000,393688
3424,3424,4713,2018HepbbBulgaria,Bulgaria,2018,Hepbb,CEECIS,96,60000,63000,7348328
3842,3842,5265,2018HepbbCabo Verde,Cabo Verde,2018,Hepbb,WCAR,97,10000,11000,498856
4216,4216,5435,2018HepbbCambodia,Cambodia,2018,Hepbb,EAPR,73,266000,365000,14541423
4480,4480,6450,2018HepbbChina,China,2018,Hepbb,EAPR,96,16151000,16824000,1344130000
4810,4810,6619,2018HepbbColombia,Colombia,2018,Hepbb,LACR,77,567000,736000,45663099
4854,4854,7350,2018HepbbCosta Rica,Costa Rica,2018,Hepbb,LACR,90,63000,70000,4633086
5338,5338,7918,2018HepbbCuba,Cuba,2018,Hepbb,LACR,99,114000,115000,11236670
5756,5756,8954,2018HepbbDjibouti,Djibouti,2018,Hepbb,MENA,93,19000,21000,853674
5910,5910,9297,2018HepbbDominican Republic,Dominican Republic,2018,Hepbb,LACR,65,135000,207000,9813210
6306,6306,9496,2018HepbbEcuador,Ecuador,2018,Hepbb,LACR,70,236000,336000,15243883
6460,6460,9901,2018HepbbEl Salvador,El Salvador,2018,Hepbb,LACR,77,90000,117000,6210568
6548,6548,10900,2018HepbbFiji,Fiji,2018,Hepbb,EAPR,90,17000,19000,863449
6944,6944,11822,2018HepbbGeorgia,Georgia,2018,Hepbb,CEECIS,97,52000,54000,3756441
7340,7340,12583,2018HepbbGrenada,Grenada,2018,Hepbb,LACR,95,2000,2000,106796
7384,7384,12754,2018HepbbGuatemala,Guatemala,2018,Hepbb,LACR,48,203000,424000,14948803
7582,7582,13617,2018HepbbHonduras,Honduras,2018,Hepbb,LACR,79,164000,207000,8480671
7846,7846,14156,2018HepbbIndia,India,2018,Hepbb,ROSA,54,13049000,24164000,1250288729
8088,8088,14316,2018HepbbIndonesia,Indonesia,2018,Hepbb,EAPR,54,2611000,4834000,245116206
8132,8132,14668,2018HepbbIraq,Iraq,2018,Hepbb,MENA,41,457000,1115000,30725300
8462,8462,15040,2018HepbbIsrael,Israel,2018,Hepbb,Industrialized,95,162000,170000,7765800
8880,8880,15947,2018HepbbKazakhstan,Kazakhstan,2018,Hepbb,CEECIS,95,364000,384000,16557201
9298,9298,16336,2018HepbbKiribati,Kiribati,2018,Hepbb,EAPR,89,3000,3000,104728
9716,9716,16537,2018HepbbKuwait,Kuwait,2018,Hepbb,MENA,99,57000,57000,3168060
10354,10354,17320,2018HepbbLebanon,Lebanon,2018,Hepbb,MENA,80,94000,117000,5202343
10772,10772,18022,2018HepbbLithuania,Lithuania,2018,Hepbb,Industrialized,97,28000,29000,3028115
11190,11190,18736,2018HepbbMalaysia,Malaysia,2018,Hepbb,EAPR,95,502000,528000,28650955
11608,11608,18937,2018HepbbMaldives,Maldives,2018,Hepbb,ROSA,99,7000,7000,380495
11652,11652,20018,2018HepbbMexico,Mexico,2018,Hepbb,LACR,98,2176000,2220000,115695473
11850,11850,20648,2018HepbbMongolia,Mongolia,2018,Hepbb,EAPR,98,75000,76000,2770362
12268,12268,20964,2018HepbbMorocco,Morocco,2018,Hepbb,MENA,36,245000,682000,32781850
12466,12466,21310,2018HepbbMyanmar,Myanmar,2018,Hepbb,EAPR,7,66000,943000,50990615
12510,12510,21465,2018HepbbNamibia,Namibia,2018,Hepbb,ESAR,76,53000,70000,2156701
12620,12620,23207,2018HepbbOman,Oman,2018,Hepbb,MENA,99,90000,91000,3251108
13038,13038,23800,2018HepbbPanama,Panama,2018,Hepbb,LACR,85,67000,79000,3706483
13434,13434,24038,2018HepbbPapua New Guinea,Papua New Guinea,2018,Hepbb,EAPR,25,58000,233000,7472200
13720,13720,24408,2018HepbbPeru,Peru,2018,Hepbb,LACR,73,419000,573000,29264318
14072,14072,24643,2018HepbbPhilippines,Philippines,2018,Hepbb,EAPR,50,1095000,2191000,95570047
14336,14336,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,38063255
14754,14754,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10557560
15172,15172,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,2035871
15590,15590,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,20147528
16008,16008,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,187469
16426,16426,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,28267685
16822,16822,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,13033809
16888,16888,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7234099
17218,17218,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,5183688
17570,17570,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,541521
17966,17966,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,535179
18252,18252,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,7697510
18626,18626,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,67518382
18670,18670,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1113151
18736,18736,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,103562
19154,19154,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,10741880
19418,19418,32448,2018HepbbTurkey,Turkey,2018,Hepbb,CEECIS,99,1300000,1313000,73443863
19770,19770,32650,2018HepbbTurkmenistan,Turkmenistan,2018,Hepbb,CEECIS,99,138000,139000,5174085
20144,20144,33181,2018HepbbUkraine,Ukraine,2018,Hepbb,CEECIS,49,206000,421000,45706100
20540,20540,33382,2018HepbbUnited Arab Emirates,United Arab Emirates,2018,Hepbb,MENA,97,97000,100000,8946777
20958,20958,33935,2018HepbbUnited States,United States,2018,Hepbb,Industrialized,66,2582000,3912000,311580009
21332,21332,34336,2018HepbbUzbekistan,Uzbekistan,2018,Hepbb,CEECIS,95,662000,696000,29339400
21706,21706,34531,2018HepbbVanuatu,Vanuatu,2018,Hepbb,EAPR,80,7000,9000,242653
15,15,4,2018HepbbAfghanistan,Afghanistan,2018,Hepbb,ROSA,18,217000,1207000,31161376
125,125,165,2018HepbbAlbania,Albania,2018,Hepbb,CEECIS,99,34000,34000,2900401
543,543,374,2018HepbbAlgeria,Algeria,2018,Hepbb,MENA,99,1013000,1023000,37383887
873,873,1076,2018HepbbArgentina,Argentina,2018,Hepbb,LACR,82,619000,755000,41733271
1203,1203,1304,2018HepbbArmenia,Armenia,2018,Hepbb,CEECIS,97,40000,41000,2884229
1621,1621,1876,2018HepbbAzerbaijan,Azerbaijan,2018,Hepbb,CEECIS,99,165000,167000,9295784
1995,1995,2249,2018HepbbBahrain,Bahrain,2018,Hepbb,MENA,98,21000,22000,1299943
2083,2083,2787,2018HepbbBelarus,Belarus,2018,Hepbb,CEECIS,98,109000,111000,9464495
2391,2391,3162,2018HepbbBelize,Belize,2018,Hepbb,LACR,55,4000,8000,338000
2413,2413,3520,2018HepbbBhutan,Bhutan,2018,Hepbb,ROSA,96,13000,13000,701583
2589,2589,4249,2018HepbbBrazil,Brazil,2018,Hepbb,LACR,80,2332000,2915000,199287296
3007,3007,4504,2018HepbbBrunei Darussalam,Brunei Darussalam,2018,Hepbb,EAPR,99,6000,6000,398989
3425,3425,4713,2018HepbbBulgaria,Bulgaria,2018,Hepbb,CEECIS,96,60000,63000,7305888
3843,3843,5265,2018HepbbCabo Verde,Cabo Verde,2018,Hepbb,WCAR,97,10000,11000,505235
4217,4217,5435,2018HepbbCambodia,Cambodia,2018,Hepbb,EAPR,73,266000,365000,14780454
4481,4481,6450,2018HepbbChina,China,2018,Hepbb,EAPR,96,16151000,16824000,1350695000
4811,4811,6619,2018HepbbColombia,Colombia,2018,Hepbb,LACR,77,567000,736000,46076848
4855,4855,7350,2018HepbbCosta Rica,Costa Rica,2018,Hepbb,LACR,90,63000,70000,4688000
5339,5339,7918,2018HepbbCuba,Cuba,2018,Hepbb,LACR,99,114000,115000,11257101
5757,5757,8954,2018HepbbDjibouti,Djibouti,2018,Hepbb,MENA,93,19000,21000,868136
5911,5911,9297,2018HepbbDominican Republic,Dominican Republic,2018,Hepbb,LACR,65,135000,207000,9930911
6307,6307,9496,2018HepbbEcuador,Ecuador,2018,Hepbb,LACR,70,236000,336000,15474102
6461,6461,9901,2018HepbbEl Salvador,El Salvador,2018,Hepbb,LACR,77,90000,117000,6237923
6549,6549,10900,2018HepbbFiji,Fiji,2018,Hepbb,EAPR,90,17000,19000,865069
6945,6945,11822,2018HepbbGeorgia,Georgia,2018,Hepbb,CEECIS,97,52000,54000,3728874
7341,7341,12583,2018HepbbGrenada,Grenada,2018,Hepbb,LACR,95,2000,2000,107446
7385,7385,12754,2018HepbbGuatemala,Guatemala,2018,Hepbb,LACR,48,203000,424000,15270778
7583,7583,13617,2018HepbbHonduras,Honduras,2018,Hepbb,LACR,79,164000,207000,8640691
7847,7847,14156,2018HepbbIndia,India,2018,Hepbb,ROSA,54,13049000,24164000,1265782790
8089,8089,14316,2018HepbbIndonesia,Indonesia,2018,Hepbb,EAPR,54,2611000,4834000,248452413
8133,8133,14668,2018HepbbIraq,Iraq,2018,Hepbb,MENA,41,457000,1115000,31890011
8463,8463,15040,2018HepbbIsrael,Israel,2018,Hepbb,Industrialized,95,162000,170000,7910500
8881,8881,15947,2018HepbbKazakhstan,Kazakhstan,2018,Hepbb,CEECIS,95,364000,384000,16792089
9299,9299,16336,2018HepbbKiribati,Kiribati,2018,Hepbb,EAPR,89,3000,3000,106370
9717,9717,16537,2018HepbbKuwait,Kuwait,2018,Hepbb,MENA,99,57000,57000,3348853
10355,10355,17320,2018HepbbLebanon,Lebanon,2018,Hepbb,MENA,80,94000,117000,5538634
10773,10773,18022,2018HepbbLithuania,Lithuania,2018,Hepbb,Industrialized,97,28000,29000,2987773
11191,11191,18736,2018HepbbMalaysia,Malaysia,2018,Hepbb,EAPR,95,502000,528000,29068159
11609,11609,18937,2018HepbbMaldives,Maldives,2018,Hepbb,ROSA,99,7000,7000,397237
11653,11653,20018,2018HepbbMexico,Mexico,2018,Hepbb,LACR,98,2176000,2220000,117274155
11851,11851,20648,2018HepbbMongolia,Mongolia,2018,Hepbb,EAPR,98,75000,76000,2824699
12269,12269,20964,2018HepbbMorocco,Morocco,2018,Hepbb,MENA,36,245000,682000,33241898
12467,12467,21310,2018HepbbMyanmar,Myanmar,2018,Hepbb,EAPR,7,66000,943000,51413698
12511,12511,21465,2018HepbbNamibia,Namibia,2018,Hepbb,ESAR,76,53000,70000,2194784
12621,12621,23207,2018HepbbOman,Oman,2018,Hepbb,MENA,99,90000,91000,3498029
13039,13039,23800,2018HepbbPanama,Panama,2018,Hepbb,LACR,85,67000,79000,3770624
13435,13435,24038,2018HepbbPapua New Guinea,Papua New Guinea,2018,Hepbb,EAPR,25,58000,233000,7631002
13721,13721,24408,2018HepbbPeru,Peru,2018,Hepbb,LACR,73,419000,573000,29506788
14073,14073,24643,2018HepbbPhilippines,Philippines,2018,Hepbb,EAPR,50,1095000,2191000,97212638
14337,14337,24827,2018HepbbPoland,Poland,2018,Hepbb,Industrialized,93,345000,371000,38063164
14755,14755,25033,2018HepbbPortugal,Portugal,2018,Hepbb,Industrialized,97,78000,80000,10514844
15173,15173,25247,2018HepbbQatar,Qatar,2018,Hepbb,MENA,97,26000,26000,2196074
15591,15591,26072,2018HepbbRomania,Romania,2018,Hepbb,CEECIS,36,68000,189000,20058035
16009,16009,27185,2018HepbbSamoa,Samoa,2018,Hepbb,EAPR,46,2000,5000,189088
16427,16427,27721,2018HepbbSaudi Arabia,Saudi Arabia,2018,Hepbb,MENA,98,586000,598000,29155187
16823,16823,27948,2018HepbbSenegal,Senegal,2018,Hepbb,WCAR,63,345000,548000,13401991
16889,16889,28134,2018HepbbSerbia,Serbia,2018,Hepbb,CEECIS,99,82000,83000,7199077
17219,17219,28680,2018HepbbSingapore,Singapore,2018,Hepbb,EAPR,91,46000,50000,5312437
17571,17571,29244,2018HepbbSolomon Islands,Solomon Islands,2018,Hepbb,EAPR,67,14000,21000,556064
17967,17967,30506,2018HepbbSuriname,Suriname,2018,Hepbb,LACR,79,8000,11000,541245
18253,18253,31224,2018HepbbTajikistan,Tajikistan,2018,Hepbb,CEECIS,99,277000,280000,7874835
18627,18627,31413,2018HepbbThailand,Thailand,2018,Hepbb,EAPR,99,710000,718000,67835957
18671,18671,31590,2018HepbbTimor-Leste,Timor-Leste,2018,Hepbb,EAPR,66,25000,37000,1132994
18737,18737,31863,2018HepbbTonga,Tonga,2018,Hepbb,EAPR,88,2000,3000,102737
19155,19155,32263,2018HepbbTunisia,Tunisia,2018,Hepbb,MENA,81,164000,203000,10847002
19419,19419,32448,2018HepbbTurkey,Turkey,2018,Hepbb,CEECIS,99,1300000,1313000,74653016
19771,19771,32650,2018HepbbTurkmenistan,Turkmenistan,2018,Hepbb,CEECIS,99,138000,139000,5267900
20145,20145,33181,2018HepbbUkraine,Ukraine,2018,Hepbb,CEECIS,49,206000,421000,45593300
20541,20541,33382,2018HepbbUnited Arab Emirates,United Arab Emirates,2018,Hepbb,MENA,97,97000,100000,9141596
20959,20959,33935,2018HepbbUnited States,United States,2018,Hepbb,Industrialized,66,2582000,3912000,313874218
21333,21333,34336,2018HepbbUzbekistan,Uzbekistan,2018,Hepbb,CEECIS,95,662000,696000,29774500
21707,21707,34531,2018HepbbVanuatu,Vanuatu,2018,Hepbb,EAPR,80,7000,9000,249499
16,16,4,2018HepbbAfghanistan,Afghanistan,2018,Hepbb,ROSA,18,217000,1207000,32269589
126,126,165,2018HepbbAlbania,Albania,2018,Hepbb,CEECIS,99,34000,34000,2895092
544,544,374,2018HepbbAlgeria,Algeria,2018,Hepbb,MENA,99,1013000,1023000,38140132
874,874,1076,2018HepbbArgentina,Argentina,2018,Hepbb,LACR,82,619000,755000,42202935
1204,1204,1304,2018HepbbArmenia,Armenia,2018,Hepbb,CEECIS,97,40000,41000,2897584
1622,1622,1876,2018HepbbAzerbaijan,Azerbaijan,2018,Hepbb,CEECIS,99,165000,167000,9416801
1996,1996,2249,2018HepbbBahrain,Bahrain,2018,Hepbb,MENA,98,21000,22000,1315029
2084,2084,2787,2018HepbbBelarus,Belarus,2018,Hepbb,CEECIS,98,109000,111000,9465997
2392,2392,3162,2018HepbbBelize,Belize,2018,Hepbb,LACR,55,4000,8000,345715
2414,2414,3520,2018HepbbBhutan,Bhutan,2018,Hepbb,ROSA,96,13000,13000,710238
2590,2590,4249,2018HepbbBrazil,Brazil,2018,Hepbb,LACR,80,2332000,2915000,201035903
3008,3008,4504,2018HepbbBrunei Darussalam,Brunei Darussalam,2018,Hepbb,EAPR,99,6000,6000,404421
3426,3426,4713,2018HepbbBulgaria,Bulgaria,2018,Hepbb,CEECIS,96,60000,63000,7265115
3844,3844,5265,2018HepbbCabo Verde,Cabo Verde,2018,Hepbb,WCAR,97,10000,11000,511748
4218,4218,5435,2018HepbbCambodia,Cambodia,2018,Hepbb,EAPR,73,266000,365000,15026332
4482,4482,6450,2018HepbbChina,China,2018,Hepbb,EAPR,96,16151000,16824000,1357380000
4812,4812,6619,2018HepbbColombia,Colombia,2018,Hepbb,LACR,77,567000,736000,46497267
4856,4856,7350,2018HepbbCosta Rica,Costa Rica,2018,Hepbb,LACR,90,63000,70000,4742107
5340,5340,7918,2018HepbbCuba,Cuba,2018,Hepbb,LACR,99,114000,115000,11282720
5758,5758,8954,2018HepbbDjibouti,Djibouti,2018,Hepbb,MENA,93,19000,21000,883293
5912,5912,9297,2018HepbbDominican Republic,Dominican Republic,2018,Hepbb,LACR,65,135000,207000,10048224
6308,6308,9496,2018HepbbEcuador,Ecuador,2018,Hepbb,LACR,70,236000,336000,15707474
6462,6462,9901,2018HepbbEl Salvador,El Salvador,2018,Hepbb,LACR,77,90000,117000,6266070
6550,6550,10900,2018HepbbFiji,Fiji,2018,Hepbb,EAPR,90,17000,19000,865608
6946,6946,11822,2018HepbbGeorgia,Georgia,2018,Hepbb,CEECIS,97,52000,54000,3717668
7342,7342,12583,2018HepbbGrenada,Grenada,2018,Hepbb,LACR,95,2000,2000,108170
7386,7386,12754,2018HepbbGuatemala,Guatemala,2018,Hepbb,LACR,48,203000,424000,15595821
7584,7584,13617,2018HepbbHonduras,Honduras,2018,Hepbb,LACR,79,164000,207000,8798521
