Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,144755
2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,214427417
2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1075000085
2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,6751912
2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,8608819
2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,745206
2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1227106
2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,8417081
2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,11924946
2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,103249
2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,4014373
2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1258003
2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,813925
2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,1013609
2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,631666
2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,5927006
2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,12914667
2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,8598601
2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3755512
2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1674678
2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,177196054
2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,6525545
2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,12405408
2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,15928910
2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,6439000
2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,3722018
2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,15516113
2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,40255967
2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,555888
2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,16853026
2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11164667
2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,733015
2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,8678051
2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,7076733
2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2674702
2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,14858335
2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,175392
2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,145976083
2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,615012
2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,79672873
2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,26799285
2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5428444
2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,5974629
2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,3089648
2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,145978402
2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2294962
2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,125394046
2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,11751365
2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,5145366
2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,24347106
2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1823672
2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,47225120
2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,18221888
2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,32848564
2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,85849
2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,2103282
2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,3991001
2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2035740
2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5443248
2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,5217336
2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,16260932
2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,11271600
2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2702400
2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1196287
2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,100298153
2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,607389
2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,29126330
2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,286306
2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,14858948
2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,5216349
2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,2971196
2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,50594105
2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,21655398
2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,60372568
2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,9395123
2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1259848
2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,96619
2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,861866
2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,15175316
2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,454161
2016IPV1Sudan,Sudan,2016,IPV1,MENA,64,804000,1256000,25413917
2016IPV1Sri Lanka,Sri Lanka,2016,IPV1,ROSA,99,338000,341000,18470900
2016IPV1South Sudan,South Sudan,2016,IPV1,ESAR,34,122000,360000,5411655
2016IPV1South Africa,South Africa,2016,IPV1,ESAR,86,1000000,1163000,42987461
2016IPV1Solomon Islands,Solomon Islands,2016,IPV1,EAPR,67,14000,20000,379999
2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,2671362
2016IPV1Singapore,Singapore,2016,IPV1,EAPR,98,50000,51000,3796038
2016IPV1Serbia,Serbia,2016,IPV1,CEECIS,97,82000,84000,7596501
2016IPV1Senegal,Senegal,2016,IPV1,WCAR,72,373000,518000,9130877
2016IPV1Saudi Arabia,Saudi Arabia,2016,IPV1,MENA,98,592000,604000,19407142
2016IPV1Sao Tome and Principe,Sao Tome and Principe,2016,IPV1,WCAR,67,4000,6000,135832
2016IPV1Samoa,Samoa,2016,IPV1,EAPR,94,5000,5000,172068
2016IPV1Russian Federation,Russian Federation,2016,IPV1,CEECIS,97,1821000,1877000,147915307
2016IPV1Qatar,Qatar,2016,IPV1,MENA,99,25000,26000,535321
2016IPV1Philippines,Philippines,2016,IPV1,EAPR,37,810000,2190000,73030884
2016IPV1Peru,Peru,2016,IPV1,LACR,94,529000,563000,25210954
2016IPV1Paraguay,Paraguay,2016,IPV1,LACR,94,131000,140000,4998100
2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,5446641
2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,2853913
2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,131057431
2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2249762
2016IPV1Seychelles,Seychelles,2016,IPV1,ESAR,99,2000,2000,77319
2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,174921
2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,19737765
2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3128530
2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,800157
2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,979918
2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,558492
2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,5797765
2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,12198449
2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,8214426
2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,680463
2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11038692
2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,15589414
2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,515385
2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,38364309
2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,14977733
2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,7770048
2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,3475492
2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,14723768
2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,11600508
2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,6185562
2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,30192754
2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,73224
2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,36063459
2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3108687
2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,7913000
2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,613700
2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,113457663
2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,122682815
2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,230244
2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,6470265
2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,564377
2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3734337
2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1575824
2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,169785250
2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,269336
2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,10178201
2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,4827661
2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,22584775
2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,5746284
2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,11951452
2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,8084407
2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,660863
2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,10989732
2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,15130663
2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,501953
2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,37723800
2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,14786220
2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,7503493
2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,3392436
2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,14344449
2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,11298600
2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,6122130
2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,167209040
2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1540425
2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3736070
2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,219472
2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,19357126
2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3148281
2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,29742979
2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,71704
2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,35657429
2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,536460
2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3133089
2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,594931
2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,120160564
2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,268187
2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,221580
2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,6281639
2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,551709
2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,7838250
2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1170061
2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,963426
2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1141338
2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1698032
2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,45027233
2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,16397183
2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,27754571
2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,609520
2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,94611002
2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1148284
2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2433563
2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,10094368
2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,263842
2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,14347854
2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5118007
2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,1968044
2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,3658424
2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,1710256
2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,80187
2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,29415659
2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,4349913
2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,101567
2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,10887634
2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,7662075
2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1132510
2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,757970
2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,792736
2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,8030726
2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1000900030
2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,202826446
2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,5836000
2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2583916
2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,4848541
2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,15333703
2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,6045699
2016IPV1Papua New Guinea,Papua New Guinea,2016,IPV1,EAPR,14,31000,219000,5716161
2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,4243607
2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,11133501
2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,102432
2016IPV1Georgia,Georgia,2016,IPV1,CEECIS,97,54000,55000,4157192
2016IPV1Gabon,Gabon,2016,IPV1,WCAR,74,46000,63000,1199052
2016IPV1Fiji,Fiji,2016,IPV1,EAPR,99,19000,19000,806303
2016IPV1Eswatini,Eswatini,2016,IPV1,ESAR,45,13000,29000,994108
2016IPV1Equatorial Guinea,Equatorial Guinea,2016,IPV1,WCAR,12,5000,39000,581770
2016IPV1El Salvador,El Salvador,2016,IPV1,LACR,90,105000,116000,5844846
2016IPV1Ecuador,Ecuador,2016,IPV1,LACR,79,260000,329000,12442115
2016IPV1Dominican Republic,Dominican Republic,2016,IPV1,LACR,96,195000,203000,8343283
2016IPV1Djibouti,Djibouti,2016,IPV1,MENA,46,9000,20000,699975
2016IPV1Cuba,Cuba,2016,IPV1,LACR,99,118000,120000,11084670
2016IPV1Cote d'Ivoire,Cote d'Ivoire,2016,IPV1,WCAR,50,405000,811000,16032573
2016IPV1Comoros,Comoros,2016,IPV1,ESAR,91,22000,25000,528848
2016IPV1Colombia,Colombia,2016,IPV1,LACR,92,673000,731000,38999471
2016IPV1Guatemala,Guatemala,2016,IPV1,LACR,91,373000,410000,11387203
2016IPV1Chile,Chile,2016,IPV1,LACR,99,234000,236000,15162800
2016IPV1Central African Republic,Central African Republic,2016,IPV1,WCAR,47,71000,151000,3558014
2016IPV1Cameroon,Cameroon,2016,IPV1,WCAR,79,645000,817000,15112592
2016IPV1Cambodia,Cambodia,2016,IPV1,EAPR,82,294000,358000,11886458
2016IPV1Burundi,Burundi,2016,IPV1,ESAR,60,243000,405000,6267124
2016IPV1Brazil,Brazil,2016,IPV1,LACR,80,2328000,2910000,172318675
2016IPV1Botswana,Botswana,2016,IPV1,ESAR,49,27000,55000,1610264
2016IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2016,IPV1,CEECIS,58,17000,29000,3743354
2016IPV1Bhutan,Bhutan,2016,IPV1,ROSA,90,11000,13000,577881
2016IPV1Benin,Benin,2016,IPV1,WCAR,62,234000,378000,6664098
2016IPV1Belize,Belize,2016,IPV1,LACR,93,7000,8000,238988
2016IPV1Barbados,Barbados,2016,IPV1,LACR,99,3000,3000,270451
2016IPV1Bangladesh,Bangladesh,2016,IPV1,ROSA,11,318000,2890000,125189651
2016IPV1Bahrain,Bahrain,2016,IPV1,MENA,99,21000,22000,636541
2016IPV1Azerbaijan,Azerbaijan,2016,IPV1,CEECIS,88,151000,171000,7982750
2016IPV1Chad,Chad,2016,IPV1,WCAR,41,238000,581000,8053536
2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,8054743
2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1177131
2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,749674
2016IPV1Pakistan,Pakistan,2016,IPV1,ROSA,56,3091000,5520000,138624621
2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2254904
2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,119260063
2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,10929918
2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,4991040
2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,23509964
2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1763859
2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,46181077
2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,17244188
2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,28455509
2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,606001
2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,97484832
2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1175267
2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2561585
2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,10642936
2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,273527
2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,15282521
2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,8319057
2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,6397151
2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1038058156
2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,208615169
2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,6125000
2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2632675
2016IPV1Armenia,Armenia,2016,IPV1,CEECIS,34,14000,42000,3089022
2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,5031762
2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,31098757
2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,82972
2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,1951636
2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,3747766
2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,2019731
2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5275926
2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,14928426
2016IPV1Argentina,Argentina,2016,IPV1,LACR,56,419000,748000,36467218
2016IPV1Antigua and Barbuda,Antigua and Barbuda,2016,IPV1,LACR,86,1000,1000,74674
2016IPV1Algeria,Algeria,2016,IPV1,MENA,94,942000,1002000,30623406
2016IPV1Niger,Niger,2016,IPV1,WCAR,62,578000,932000,10545716
2016IPV1Nicaragua,Nicaragua,2016,IPV1,LACR,99,132000,133000,4910647
2016IPV1Nepal,Nepal,2016,IPV1,ROSA,77,424000,551000,23057883
2016IPV1Namibia,Namibia,2016,IPV1,ESAR,46,31000,67000,1731639
2016IPV1Myanmar,Myanmar,2016,IPV1,EAPR,72,654000,909000,45611220
2016IPV1Mozambique,Mozambique,2016,IPV1,ESAR,72,726000,1008000,16813949
2016IPV1Morocco,Morocco,2016,IPV1,MENA,95,648000,682000,28110443
2016IPV1Montenegro,Montenegro,2016,IPV1,CEECIS,97,7000,7000,607662
2016IPV1Mexico,Mexico,2016,IPV1,LACR,96,2129000,2218000,96056321
2016IPV1Mauritius,Mauritius,2016,IPV1,ESAR,96,12000,13000,1160421
2016IPV1Mauritania,Mauritania,2016,IPV1,WCAR,65,88000,136000,2496216
2016IPV1Mali,Mali,2016,IPV1,WCAR,42,300000,715000,10360561
2016IPV1Maldives,Maldives,2016,IPV1,ROSA,99,7000,7000,268455
2016IPV1Madagascar,Madagascar,2016,IPV1,ESAR,49,393000,801000,14808791
2016IPV1Libya,Libya,2016,IPV1,MENA,98,126000,129000,5196780
2016IPV1Lesotho,Lesotho,2016,IPV1,ESAR,44,24000,53000,1997516
2016IPV1Lebanon,Lebanon,2016,IPV1,MENA,96,109000,113000,3693520
2016IPV1Guinea,Guinea,2016,IPV1,WCAR,45,186000,414000,7860781
2016IPV1Guinea-Bissau,Guinea-Bissau,2016,IPV1,WCAR,30,18000,61000,1154371
2016IPV1Guyana,Guyana,2016,IPV1,LACR,98,15000,15000,753778
2016IPV1Haiti,Haiti,2016,IPV1,LACR,45,116000,257000,8174680
2016IPV1Honduras,Honduras,2016,IPV1,LACR,94,190000,202000,6220406
2016IPV1India,India,2016,IPV1,ROSA,47,11035000,23478000,1019483581
2016IPV1Nigeria,Nigeria,2016,IPV1,WCAR,57,3854000,6761000,116319759
2016IPV1Indonesia,Indonesia,2016,IPV1,EAPR,2,96000,4808000,205724592
2016IPV1Jamaica,Jamaica,2016,IPV1,LACR,95,45000,47000,2608873
2016IPV1Jordan,Jordan,2016,IPV1,MENA,99,213000,215000,4943975
2016IPV1Kazakhstan,Kazakhstan,2016,IPV1,CEECIS,93,361000,388000,15071300
2016IPV1Kenya,Kenya,2016,IPV1,ESAR,70,989000,1413000,30250488
2016IPV1Kiribati,Kiribati,2016,IPV1,EAPR,81,2000,3000,81556
2016IPV1Kuwait,Kuwait,2016,IPV1,MENA,98,58000,59000,1831119
2016IPV1Israel,Israel,2016,IPV1,Industrialized,94,159000,169000,5971000
2016IPV1Grenada,Grenada,2016,IPV1,LACR,90,2000,2000,102021
2016IPV1Oman,Oman,2016,IPV1,MENA,99,87000,88000,2251864
2016IPV1Panama,Panama,2016,IPV1,LACR,96,75000,78000,2912316
2016IPV1Albania,Albania,2016,IPV1,CEECIS,98,34000,35000,3108778
2016IPV1Afghanistan,Afghanistan,2016,IPV1,ROSA,66,747000,1132000,20170844
2016IPV1Vanuatu,Vanuatu,2016,IPV1,EAPR,50,4000,8000,177987
2016IPV1United Arab Emirates,United Arab Emirates,2016,IPV1,MENA,99,100000,101000,2813214
2016IPV1Ukraine,Ukraine,2016,IPV1,CEECIS,75,335000,446000,50143939
2016IPV1Uganda,Uganda,2016,IPV1,ESAR,44,663000,1507000,22290780
2016IPV1Turkey,Turkey,2016,IPV1,CEECIS,96,1250000,1302000,61329676
2016IPV1Tunisia,Tunisia,2016,IPV1,MENA,98,201000,205000,9509857
2016IPV1Trinidad and Tobago,Trinidad and Tobago,2016,IPV1,LACR,96,18000,18000,1261695
2016IPV1Tonga,Tonga,2016,IPV1,EAPR,82,2000,3000,97032
2016IPV1Timor-Leste,Timor-Leste,2016,IPV1,EAPR,48,17000,35000,866530
2016IPV1Syrian Arab Republic,Syrian Arab Republic,2016,IPV1,MENA,58,255000,440000,15599591
2016IPV1Suriname,Suriname,2016,IPV1,LACR,96,10000,11000,459831
