Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
2018IPV1Eritrea,Eritrea,2018,IPV1,ESAR,29,29000,102000,0
2018IPV1Eswatini,Eswatini,2018,IPV1,ESAR,90,26000,29000,1095021
2018IPV1Ethiopia,Ethiopia,2018,IPV1,ESAR,52,1773000,3409000,98094253
2018IPV1Fiji,Fiji,2018,IPV1,EAPR,99,18000,18000,866453
2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1883800
2018IPV1Lesotho,Lesotho,2018,IPV1,ESAR,39,21000,53000,2043437
2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,4464175
2018IPV1Liberia,Liberia,2018,IPV1,WCAR,73,110000,151000,4359505
2018IPV1Madagascar,Madagascar,2018,IPV1,ESAR,70,585000,835000,23589887
2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,2459198
2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,143819666
2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,11083635
2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,192221
2018IPV1Sao Tome and Principe,Sao Tome and Principe,2018,IPV1,WCAR,97,6000,6000,195727
2018IPV1Saudi Arabia,Saudi Arabia,2018,IPV1,MENA,96,571000,594000,30916994
2018IPV1Senegal,Senegal,2018,IPV1,WCAR,72,382000,530000,14174731
2018IPV1Philippines,Philippines,2018,IPV1,EAPR,41,881000,2148000,100513138
2018IPV1Serbia,Serbia,2018,IPV1,CEECIS,98,81000,83000,7130576
2018IPV1Sierra Leone,Sierra Leone,2018,IPV1,WCAR,60,141000,236000,7017144
2018IPV1Singapore,Singapore,2018,IPV1,EAPR,98,49000,50000,5469724
2018IPV1Solomon Islands,Solomon Islands,2018,IPV1,EAPR,88,18000,21000,587079
2018IPV1Somalia,Somalia,2018,IPV1,ESAR,42,246000,586000,13423576
2018IPV1South Africa,South Africa,2018,IPV1,ESAR,81,934000,1153000,54545991
2018IPV1South Sudan,South Sudan,2018,IPV1,ESAR,34,123000,362000,10554883
2018IPV1Sri Lanka,Sri Lanka,2018,IPV1,ROSA,99,330000,333000,20778000
2018IPV1Seychelles,Seychelles,2018,IPV1,ESAR,99,2000,2000,91359
2018IPV1Peru,Peru,2018,IPV1,LACR,89,504000,566000,30090359
2018IPV1Paraguay,Paraguay,2018,IPV1,LACR,91,128000,140000,6599526
2018IPV1Papua New Guinea,Papua New Guinea,2018,IPV1,EAPR,35,78000,224000,7946731
2018IPV1Maldives,Maldives,2018,IPV1,ROSA,99,7000,7000,435015
2018IPV1Mali,Mali,2018,IPV1,WCAR,66,490000,743000,16934220
2018IPV1Mauritania,Mauritania,2018,IPV1,WCAR,68,96000,141000,3930896
2018IPV1Mauritius,Mauritius,2018,IPV1,ESAR,98,12000,13000,1260934
2018IPV1Mexico,Mexico,2018,IPV1,LACR,90,1972000,2191000,120355128
2018IPV1Montenegro,Montenegro,2018,IPV1,CEECIS,95,7000,7000,621810
2018IPV1Morocco,Morocco,2018,IPV1,MENA,80,535000,668000,34192347
2018IPV1Mozambique,Mozambique,2018,IPV1,ESAR,64,673000,1051000,26286163
2018IPV1Myanmar,Myanmar,2018,IPV1,EAPR,82,744000,908000,52280807
2018IPV1Namibia,Namibia,2018,IPV1,ESAR,82,56000,68000,2273430
2018IPV1Nepal,Nepal,2018,IPV1,ROSA,16,88000,548000,26906926
2018IPV1Nicaragua,Nicaragua,2018,IPV1,LACR,99,130000,131000,6142733
2018IPV1Niger,Niger,2018,IPV1,WCAR,79,782000,990000,19240157
2018IPV1Nigeria,Nigeria,2018,IPV1,WCAR,57,3977000,6977000,176404902
2018IPV1Oman,Oman,2018,IPV1,MENA,99,90000,91000,4027260
2018IPV1Pakistan,Pakistan,2018,IPV1,ROSA,75,4226000,5634000,195306825
2018IPV1Panama,Panama,2018,IPV1,LACR,96,75000,78000,3901315
2018IPV1Libya,Libya,2018,IPV1,MENA,98,122000,125000,6362037
2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,37977655
2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,22681858
2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,518269
2018IPV1Papua New Guinea,Papua New Guinea,2018,IPV1,EAPR,35,78000,224000,7788379
2018IPV1Paraguay,Paraguay,2018,IPV1,LACR,91,128000,140000,6510276
2018IPV1Peru,Peru,2018,IPV1,LACR,89,504000,566000,29773987
2018IPV1Philippines,Philippines,2018,IPV1,EAPR,41,881000,2148000,98871552
2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,2336574
2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,143506911
2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,10811543
2018IPV1Panama,Panama,2018,IPV1,LACR,96,75000,78000,3835437
2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,190717
2018IPV1Saudi Arabia,Saudi Arabia,2018,IPV1,MENA,96,571000,594000,30052518
2018IPV1Senegal,Senegal,2018,IPV1,WCAR,72,382000,530000,13782420
2018IPV1Serbia,Serbia,2018,IPV1,CEECIS,98,81000,83000,7164132
2018IPV1Seychelles,Seychelles,2018,IPV1,ESAR,99,2000,2000,89949
2018IPV1Sierra Leone,Sierra Leone,2018,IPV1,WCAR,60,141000,236000,6863980
2018IPV1Singapore,Singapore,2018,IPV1,EAPR,98,49000,50000,5399162
2018IPV1Solomon Islands,Solomon Islands,2018,IPV1,EAPR,88,18000,21000,571335
2018IPV1Sao Tome and Principe,Sao Tome and Principe,2018,IPV1,WCAR,97,6000,6000,192087
2018IPV1Pakistan,Pakistan,2018,IPV1,ROSA,75,4226000,5634000,191262919
2018IPV1Oman,Oman,2018,IPV1,MENA,99,90000,91000,3764805
2018IPV1Nigeria,Nigeria,2018,IPV1,WCAR,57,3977000,6977000,171765769
2018IPV1Lesotho,Lesotho,2018,IPV1,ESAR,39,21000,53000,2028519
2018IPV1Liberia,Liberia,2018,IPV1,WCAR,73,110000,151000,4248334
2018IPV1Libya,Libya,2018,IPV1,MENA,98,122000,125000,6320359
2018IPV1Madagascar,Madagascar,2018,IPV1,ESAR,70,585000,835000,22961253
2018IPV1Maldives,Maldives,2018,IPV1,ROSA,99,7000,7000,415593
2018IPV1Mali,Mali,2018,IPV1,WCAR,66,490000,743000,16449864
2018IPV1Mauritania,Mauritania,2018,IPV1,WCAR,68,96000,141000,3817494
2018IPV1Mauritius,Mauritius,2018,IPV1,ESAR,98,12000,13000,1258653
2018IPV1Mexico,Mexico,2018,IPV1,LACR,90,1972000,2191000,118827161
2018IPV1Montenegro,Montenegro,2018,IPV1,CEECIS,95,7000,7000,621207
2018IPV1Morocco,Morocco,2018,IPV1,MENA,80,535000,668000,33715693
2018IPV1Mozambique,Mozambique,2018,IPV1,ESAR,64,673000,1051000,25560725
2018IPV1Myanmar,Myanmar,2018,IPV1,EAPR,82,744000,908000,51852451
2018IPV1Namibia,Namibia,2018,IPV1,ESAR,82,56000,68000,2233510
2018IPV1Nepal,Nepal,2018,IPV1,ROSA,16,88000,548000,26917906
2018IPV1Nicaragua,Nicaragua,2018,IPV1,LACR,99,130000,131000,6062454
2018IPV1Niger,Niger,2018,IPV1,WCAR,79,782000,990000,18504255
2018IPV1Somalia,Somalia,2018,IPV1,ESAR,42,246000,586000,13063706
2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,15274503
2018IPV1South Africa,South Africa,2018,IPV1,ESAR,81,934000,1153000,53689236
2018IPV1Sri Lanka,Sri Lanka,2018,IPV1,ROSA,99,330000,333000,20585000
2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,26941779
2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,92562
2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,42669500
2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,2912403
2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,9535079
2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,1336075
2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,154520167
2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,38923687
2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,284825
2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,10286842
2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,719056
2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3482104
2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,2088614
2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,202763735
2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,17586017
2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,9844297
2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,353366
2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,2889104
2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,33370794
2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,14926504
2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,37072550
2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,547291
2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,19584274
2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,8059769
2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,68144501
2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,1153295
2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,6954721
2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,101768
2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1353700
2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,10952951
2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,75928564
2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,5366375
2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,35695246
2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,45489600
2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,9197910
2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,30243200
2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,256635
2018IPV1South Sudan,South Sudan,2018,IPV1,ESAR,34,123000,362000,10355036
2018IPV1Cote d'Ivoire,Cote d'Ivoire,2018,IPV1,WCAR,67,565000,844000,23822714
2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,553273
2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,8252833
2018IPV1Sao Tome and Principe,Sao Tome and Principe,2018,IPV1,WCAR,97,6000,6000,199432
2018IPV1Saudi Arabia,Saudi Arabia,2018,IPV1,MENA,96,571000,594000,31717667
2018IPV1Senegal,Senegal,2018,IPV1,WCAR,72,382000,530000,14578459
2018IPV1Serbia,Serbia,2018,IPV1,CEECIS,98,81000,83000,7095383
2018IPV1Seychelles,Seychelles,2018,IPV1,ESAR,99,2000,2000,93419
2018IPV1Sierra Leone,Sierra Leone,2018,IPV1,WCAR,60,141000,236000,7171914
2018IPV1Singapore,Singapore,2018,IPV1,EAPR,98,49000,50000,5535002
2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,193513
2018IPV1Solomon Islands,Solomon Islands,2018,IPV1,EAPR,88,18000,21000,603118
2018IPV1South Africa,South Africa,2018,IPV1,ESAR,81,934000,1153000,55386367
2018IPV1South Sudan,South Sudan,2018,IPV1,ESAR,34,123000,362000,10715658
2018IPV1Sri Lanka,Sri Lanka,2018,IPV1,ROSA,99,330000,333000,20970000
2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,38902950
2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,559143
2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,17997408
2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,8454028
2018IPV1Somalia,Somalia,2018,IPV1,ESAR,42,246000,586000,13797201
2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,11369071
2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,144096870
2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,2565710
2018IPV1Mexico,Mexico,2018,IPV1,LACR,90,1972000,2191000,121858258
2018IPV1Montenegro,Montenegro,2018,IPV1,CEECIS,95,7000,7000,622159
2018IPV1Morocco,Morocco,2018,IPV1,MENA,80,535000,668000,34663603
2018IPV1Mozambique,Mozambique,2018,IPV1,ESAR,64,673000,1051000,27042002
2018IPV1Myanmar,Myanmar,2018,IPV1,EAPR,82,744000,908000,52680726
2018IPV1Namibia,Namibia,2018,IPV1,ESAR,82,56000,68000,2314904
2018IPV1Nepal,Nepal,2018,IPV1,ROSA,16,88000,548000,27015031
2018IPV1Nicaragua,Nicaragua,2018,IPV1,LACR,99,130000,131000,6223240
2018IPV1Niger,Niger,2018,IPV1,WCAR,79,782000,990000,20001663
2018IPV1Nigeria,Nigeria,2018,IPV1,WCAR,57,3977000,6977000,181137448
2018IPV1Oman,Oman,2018,IPV1,MENA,99,90000,91000,4267348
2018IPV1Pakistan,Pakistan,2018,IPV1,ROSA,75,4226000,5634000,199426964
2018IPV1Panama,Panama,2018,IPV1,LACR,96,75000,78000,3968487
2018IPV1Papua New Guinea,Papua New Guinea,2018,IPV1,EAPR,35,78000,224000,8107775
2018IPV1Paraguay,Paraguay,2018,IPV1,LACR,91,128000,140000,6688746
2018IPV1Peru,Peru,2018,IPV1,LACR,89,504000,566000,30470734
2018IPV1Philippines,Philippines,2018,IPV1,EAPR,41,881000,2148000,102113212
2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,68714511
2018IPV1Mauritius,Mauritius,2018,IPV1,ESAR,98,12000,13000,1262605
2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,1196302
2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,100781
2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,368400
2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,10872067
2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,736709
2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3386267
2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,2159944
2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,206163058
2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,18646378
2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,285796
2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,10487998
2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,15766293
2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,23926539
2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,4537687
2018IPV1Chad,Chad,2018,IPV1,WCAR,41,248000,606000,14561666
2018IPV1Chile,Chile,2018,IPV1,LACR,98,225000,230000,18209068
2018IPV1China,China,2018,IPV1,EAPR,99,16496000,16662000,1378665000
2018IPV1Colombia,Colombia,2018,IPV1,LACR,93,676000,727000,48171392
2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,531146
2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,157970840
2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,1425791
2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,9757812
2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1370328
2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,11179949
2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,78529409
2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,5565287
2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,38225453
2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,45154029
2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,9262900
2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,31298900
2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,271130
2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,15879361
2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,35383128
2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,2876101
2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,40551404
2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,28842484
2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,94527
2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,43590368
2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,2936146
2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,7323158
2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,18715672
2018IPV1Mauritania,Mauritania,2018,IPV1,WCAR,68,96000,141000,4046301
2018IPV1Maldives,Maldives,2018,IPV1,ROSA,99,7000,7000,454915
2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,9649341
2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,1371851
2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,156256276
2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,285324
2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,360933
2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,10575952
2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,727876
2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,2925553
2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3429361
2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,204471769
2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,18110624
2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,10160030
2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,524743
2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,15521436
2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,23298368
2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,4493170
2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,2120716
2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,43131966
2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,93566
2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,27884381
2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,68438730
2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,1174331
2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,7137997
2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,101028
2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1362342
2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,11063201
2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,77231907
2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,5466328
2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,36912148
2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,45271947
2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,9214175
2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,30757700
2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,263888
2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,15399753
2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,34413603
2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,2880703
2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,39728025
2018IPV1Chad,Chad,2018,IPV1,WCAR,41,248000,606000,14110975
2018IPV1Mali,Mali,2018,IPV1,WCAR,66,490000,743000,17438778
2018IPV1Chile,Chile,2018,IPV1,LACR,98,225000,230000,17969353
2018IPV1Colombia,Colombia,2018,IPV1,LACR,93,676000,727000,47520667
2018IPV1Honduras,Honduras,2018,IPV1,LACR,94,192000,204000,9112916
2018IPV1India,India,2018,IPV1,ROSA,75,17557000,23409000,1310152403
2018IPV1Indonesia,Indonesia,2018,IPV1,EAPR,66,3131000,4744000,258383256
2018IPV1Iraq,Iraq,2018,IPV1,MENA,92,1001000,1088000,35572261
2018IPV1Israel,Israel,2018,IPV1,Industrialized,99,168000,170000,8380100
2018IPV1Jamaica,Jamaica,2018,IPV1,LACR,95,44000,47000,2891021
2018IPV1Jordan,Jordan,2018,IPV1,MENA,98,208000,213000,9266575
2018IPV1Haiti,Haiti,2018,IPV1,LACR,66,169000,256000,10695542
2018IPV1Kazakhstan,Kazakhstan,2018,IPV1,CEECIS,99,377000,381000,17542806
2018IPV1Kiribati,Kiribati,2018,IPV1,EAPR,92,3000,3000,110930
2018IPV1Kuwait,Kuwait,2018,IPV1,MENA,99,56000,57000,3835591
2018IPV1Lebanon,Lebanon,2018,IPV1,MENA,96,111000,116000,6532678
2018IPV1Lesotho,Lesotho,2018,IPV1,ESAR,39,21000,53000,2059021
2018IPV1Liberia,Liberia,2018,IPV1,WCAR,73,110000,151000,4472230
2018IPV1Libya,Libya,2018,IPV1,MENA,98,122000,125000,6418315
2018IPV1Madagascar,Madagascar,2018,IPV1,ESAR,70,585000,835000,24234088
2018IPV1Kenya,Kenya,2018,IPV1,ESAR,88,1255000,1427000,47878336
2018IPV1Guyana,Guyana,2018,IPV1,LACR,97,15000,15000,767432
2018IPV1Guinea-Bissau,Guinea-Bissau,2018,IPV1,WCAR,3,2000,62000,1737202
2018IPV1Guinea,Guinea,2018,IPV1,WCAR,45,193000,430000,11432088
2018IPV1Comoros,Comoros,2018,IPV1,ESAR,84,21000,25000,777424
2018IPV1Cote d'Ivoire,Cote d'Ivoire,2018,IPV1,WCAR,67,565000,844000,23226143
2018IPV1Cuba,Cuba,2018,IPV1,LACR,99,113000,115000,11324781
2018IPV1Djibouti,Djibouti,2018,IPV1,MENA,44,9000,20000,913993
2018IPV1Dominican Republic,Dominican Republic,2018,IPV1,LACR,98,198000,202000,10281680
2018IPV1Ecuador,Ecuador,2018,IPV1,LACR,69,229000,332000,16212020
2018IPV1El Salvador,El Salvador,2018,IPV1,LACR,81,94000,116000,6325124
2018IPV1Equatorial Guinea,Equatorial Guinea,2018,IPV1,WCAR,25,10000,41000,1168568
2018IPV1Eritrea,Eritrea,2018,IPV1,ESAR,29,29000,102000,0
2018IPV1Eswatini,Eswatini,2018,IPV1,ESAR,90,26000,29000,1104044
2018IPV1Ethiopia,Ethiopia,2018,IPV1,ESAR,52,1773000,3409000,100835458
2018IPV1Fiji,Fiji,2018,IPV1,EAPR,99,18000,18000,868627
2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1947686
2018IPV1Georgia,Georgia,2018,IPV1,CEECIS,99,53000,53000,3725276
2018IPV1Ghana,Ghana,2018,IPV1,WCAR,55,465000,845000,27849205
2018IPV1Grenada,Grenada,2018,IPV1,LACR,96,2000,2000,109599
2018IPV1Guatemala,Guatemala,2018,IPV1,LACR,94,390000,415000,16252429
2018IPV1China,China,2018,IPV1,EAPR,99,16496000,16662000,1371220000
2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,12502958
2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1319953
2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,26868000
2018IPV1Myanmar,Myanmar,2018,IPV1,EAPR,82,744000,908000,46719701
2018IPV1Namibia,Namibia,2018,IPV1,ESAR,82,56000,68000,1794571
2018IPV1Nepal,Nepal,2018,IPV1,ROSA,16,88000,548000,23941110
2018IPV1Nicaragua,Nicaragua,2018,IPV1,LACR,99,130000,131000,5069302
2018IPV1Niger,Niger,2018,IPV1,WCAR,79,782000,990000,11331557
2018IPV1Nigeria,Nigeria,2018,IPV1,WCAR,57,3977000,6977000,122283850
2018IPV1Oman,Oman,2018,IPV1,MENA,99,90000,91000,2267973
2018IPV1Mozambique,Mozambique,2018,IPV1,ESAR,64,673000,1051000,17711927
2018IPV1Pakistan,Pakistan,2018,IPV1,ROSA,75,4226000,5634000,142343578
2018IPV1Papua New Guinea,Papua New Guinea,2018,IPV1,EAPR,35,78000,224000,5847586
2018IPV1Paraguay,Paraguay,2018,IPV1,LACR,91,128000,140000,5323201
2018IPV1Peru,Peru,2018,IPV1,LACR,89,504000,566000,26459944
2018IPV1Philippines,Philippines,2018,IPV1,EAPR,41,881000,2148000,77991755
2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,592468
2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,146596557
2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,7933681
2018IPV1Panama,Panama,2018,IPV1,LACR,96,75000,78000,3030328
2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,174454
2018IPV1Morocco,Morocco,2018,IPV1,MENA,80,535000,668000,28793679
2018IPV1Mexico,Mexico,2018,IPV1,LACR,90,1972000,2191000,98899845
2018IPV1Israel,Israel,2018,IPV1,Industrialized,99,168000,170000,6289000
2018IPV1Jamaica,Jamaica,2018,IPV1,LACR,95,44000,47000,2654701
2018IPV1Jordan,Jordan,2018,IPV1,MENA,98,208000,213000,5122493
2018IPV1Kazakhstan,Kazakhstan,2018,IPV1,CEECIS,99,377000,381000,14883626
2018IPV1Kenya,Kenya,2018,IPV1,ESAR,88,1255000,1427000,31964557
2018IPV1Kiribati,Kiribati,2018,IPV1,EAPR,92,3000,3000,84396
2018IPV1Kuwait,Kuwait,2018,IPV1,MENA,99,56000,57000,2045123
2018IPV1Montenegro,Montenegro,2018,IPV1,CEECIS,95,7000,7000,604950
