,Unnamed: 0,0,Unnamed: 0.1,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
6331,7944,7944,32065,2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1263933
6339,8494,8494,34533,2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,181265
6341,3,3,6,2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,20779953
6342,69,69,167,2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,3089027
6343,157,157,376,2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,31042235
6344,245,245,740,2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,16395473
6345,267,267,912,2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,76016
6346,355,355,1078,2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,36870787
6347,421,421,1306,2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,3069591
6340,8582,8582,35261,2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,10140561
6330,7856,7856,31865,2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,97482
6329,7834,7834,31705,2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,4780448
6328,7768,7768,31592,2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,873136
6311,6580,6580,27556,2018IPV1Sao Tome and Principe,Sao Tome and Principe,2018,IPV1,WCAR,97,6000,6000,139959
6312,6646,6646,27723,2018IPV1Saudi Arabia,Saudi Arabia,2018,IPV1,MENA,96,571000,594000,20194527
6313,6734,6734,27950,2018IPV1Senegal,Senegal,2018,IPV1,WCAR,72,382000,530000,9568722
6314,6800,6800,28136,2018IPV1Serbia,Serbia,2018,IPV1,CEECIS,98,81000,83000,7540401
6315,6888,6888,28334,2018IPV1Seychelles,Seychelles,2018,IPV1,ESAR,99,2000,2000,80410
6316,6976,6976,28522,2018IPV1Sierra Leone,Sierra Leone,2018,IPV1,WCAR,60,141000,236000,4462378
6317,6998,6998,28682,2018IPV1Singapore,Singapore,2018,IPV1,EAPR,98,49000,50000,3958723
6318,7086,7086,29246,2018IPV1Solomon Islands,Solomon Islands,2018,IPV1,EAPR,88,18000,21000,401586
6319,7174,7174,29421,2018IPV1Somalia,Somalia,2018,IPV1,ESAR,42,246000,586000,8553601
6320,7196,7196,29544,2018IPV1South Africa,South Africa,2018,IPV1,ESAR,81,934000,1153000,44338543
6321,7284,7284,29738,2018IPV1South Sudan,South Sudan,2018,IPV1,ESAR,34,123000,362000,5933882
6322,7372,7372,29960,2018IPV1Sri Lanka,Sri Lanka,2018,IPV1,ROSA,99,330000,333000,18663284
6323,7460,7460,30349,2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,26626520
6324,7526,7526,30508,2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,465385
6325,7614,7614,31032,2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,16013985
6326,7702,7702,31226,2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,6119661
6327,7724,7724,31414,2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,62298571
6348,487,487,1878,2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,8048600
6470,730,730,2610,2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,272500
6349,553,553,2251,2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,664611
6351,729,729,2610,2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,271515
6373,2357,2357,9498,2018IPV1Ecuador,Ecuador,2018,IPV1,LACR,69,229000,332000,12681123
6374,2445,2445,9903,2018IPV1El Salvador,El Salvador,2018,IPV1,LACR,81,94000,116000,5887936
6375,2511,2511,10116,2018IPV1Equatorial Guinea,Equatorial Guinea,2018,IPV1,WCAR,25,10000,41000,606181
6376,2577,2577,10241,2018IPV1Eritrea,Eritrea,2018,IPV1,ESAR,29,29000,102000,2292416
6377,2599,2599,10579,2018IPV1Eswatini,Eswatini,2018,IPV1,ESAR,90,26000,29000,1005435
6378,2665,2665,10752,2018IPV1Ethiopia,Ethiopia,2018,IPV1,ESAR,52,1773000,3409000,66224804
6379,2709,2709,10902,2018IPV1Fiji,Fiji,2018,IPV1,EAPR,99,18000,18000,811006
6372,2269,2269,9299,2018IPV1Dominican Republic,Dominican Republic,2018,IPV1,LACR,98,198000,202000,8471321
6380,2775,2775,11468,2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1228360
6382,2929,2929,12213,2018IPV1Ghana,Ghana,2018,IPV1,WCAR,55,465000,845000,19278856
6383,2951,2951,12585,2018IPV1Grenada,Grenada,2018,IPV1,LACR,96,2000,2000,102833
6384,3039,3039,12756,2018IPV1Guatemala,Guatemala,2018,IPV1,LACR,94,390000,415000,11650743
6385,3105,3105,12941,2018IPV1Guinea,Guinea,2018,IPV1,WCAR,45,193000,430000,8240730
6386,3193,3193,13094,2018IPV1Guinea-Bissau,Guinea-Bissau,2018,IPV1,WCAR,3,2000,62000,1201301
6387,3259,3259,13245,2018IPV1Guyana,Guyana,2018,IPV1,LACR,97,15000,15000,746715
6388,3347,3347,13473,2018IPV1Haiti,Haiti,2018,IPV1,LACR,66,169000,256000,8463806
6381,2841,2841,11824,2018IPV1Georgia,Georgia,2018,IPV1,CEECIS,99,53000,53000,4077131
6371,2203,2203,8956,2018IPV1Djibouti,Djibouti,2018,IPV1,MENA,44,9000,20000,717584
6370,2137,2137,7920,2018IPV1Cuba,Cuba,2018,IPV1,LACR,99,113000,115000,11126430
6369,2071,2071,7565,2018IPV1Cote d'Ivoire,Cote d'Ivoire,2018,IPV1,WCAR,67,565000,844000,16454668
6352,795,795,3164,2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,247315
6353,883,883,3351,2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,6865951
6354,971,971,3522,2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,591021
6355,1059,1059,3898,2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3751176
6356,1147,1147,4083,2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,1643334
6357,1235,1235,4251,2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,174790340
6358,1323,1323,4925,2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,11607942
6359,1345,1345,5102,2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,6378871
6360,1411,1411,5267,2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,428188
6361,1455,1455,5437,2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,12155239
6362,1521,1521,5600,2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,15513945
6363,1609,1609,5936,2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,3640427
6364,1697,1697,6100,2018IPV1Chad,Chad,2018,IPV1,WCAR,41,248000,606000,8355654
6365,1785,1785,6258,2018IPV1Chile,Chile,2018,IPV1,LACR,98,225000,230000,15342353
6366,1851,1851,6451,2018IPV1China,China,2018,IPV1,EAPR,99,16496000,16662000,1262645000
6367,1895,1895,6621,2018IPV1Colombia,Colombia,2018,IPV1,LACR,93,676000,727000,39629968
6368,1983,1983,6852,2018IPV1Comoros,Comoros,2018,IPV1,ESAR,84,21000,25000,542357
6350,641,641,2453,2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,127657854
6471,796,796,3164,2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,255063
6472,884,884,3351,2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,7076733
6473,972,972,3522,2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,603640
6577,8496,8496,34533,2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,189219
6578,8584,8584,35261,2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,10692193
6579,5,5,6,2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,22600770
6580,71,71,167,2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,3051010
6581,159,159,376,2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,31855109
6582,247,247,740,2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,17519417
6583,269,269,912,2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,78295
6576,8474,8474,34338,2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,24964450
6584,357,357,1078,2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,37681749
6586,489,489,1878,2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,8171950
6587,555,555,2251,2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,735146
6588,643,643,2453,2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,132478086
6589,731,731,2610,2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,273425
6590,797,797,3164,2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,262378
6591,885,885,3351,2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,7295394
6592,973,973,3522,2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,616018
6585,423,423,1306,2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,3033978
6575,8386,8386,33384,2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,3302719
6574,8298,8298,33183,2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,48683865
6573,8232,8232,33029,2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,24388968
6556,7088,7088,29246,2018IPV1Solomon Islands,Solomon Islands,2018,IPV1,EAPR,88,18000,21000,423944
6557,7176,7176,29421,2018IPV1Somalia,Somalia,2018,IPV1,ESAR,42,246000,586000,9186725
6558,7198,7198,29544,2018IPV1South Africa,South Africa,2018,IPV1,ESAR,81,934000,1153000,45571274
6559,7286,7286,29738,2018IPV1South Sudan,South Sudan,2018,IPV1,ESAR,34,123000,362000,6447793
6560,7374,7374,29960,2018IPV1Sri Lanka,Sri Lanka,2018,IPV1,ROSA,99,330000,333000,18911730
6561,7462,7462,30349,2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,27971082
6562,7528,7528,30508,2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,476579
6563,7616,7616,31032,2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,16766561
6564,7704,7704,31226,2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,6318513
6565,7726,7726,31414,2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,63539196
6566,7770,7770,31592,2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,901214
6567,7836,7836,31705,2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,5062567
6568,7858,7858,31865,2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,98487
6569,7946,7946,32065,2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1271632
6570,8034,8034,32265,2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,9793903
6571,8122,8122,32450,2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,64192243
6572,8210,8210,32652,2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,4564083
6593,1061,1061,3898,2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3759387
6555,7000,7000,28682,2018IPV1Singapore,Singapore,2018,IPV1,EAPR,98,49000,50000,4138012
6594,1149,1149,4083,2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,1704642
6596,1325,1325,4925,2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,12293100
6618,2777,2777,11468,2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1288315
6619,2843,2843,11824,2018IPV1Georgia,Georgia,2018,IPV1,CEECIS,99,53000,53000,3978515
6620,2931,2931,12213,2018IPV1Ghana,Ghana,2018,IPV1,WCAR,55,465000,845000,20246381
6621,2953,2953,12585,2018IPV1Grenada,Grenada,2018,IPV1,LACR,96,2000,2000,103634
6622,3041,3041,12756,2018IPV1Guatemala,Guatemala,2018,IPV1,LACR,94,390000,415000,12208848
6623,3107,3107,12941,2018IPV1Guinea,Guinea,2018,IPV1,WCAR,45,193000,430000,8586074
6624,3195,3195,13094,2018IPV1Guinea-Bissau,Guinea-Bissau,2018,IPV1,WCAR,3,2000,62000,1254453
6617,2711,2711,10902,2018IPV1Fiji,Fiji,2018,IPV1,EAPR,99,18000,18000,815257
6625,3261,3261,13245,2018IPV1Guyana,Guyana,2018,IPV1,LACR,97,15000,15000,744789
6627,3415,3415,13619,2018IPV1Honduras,Honduras,2018,IPV1,LACR,94,192000,204000,6929265
6628,3503,3503,14158,2018IPV1India,India,2018,IPV1,ROSA,75,17557000,23409000,1093317189
6629,3591,3591,14318,2018IPV1Indonesia,Indonesia,2018,IPV1,EAPR,66,3131000,4744000,217357793
6630,3657,3657,14670,2018IPV1Iraq,Iraq,2018,IPV1,MENA,92,1001000,1088000,24931919
6631,3701,3701,15042,2018IPV1Israel,Israel,2018,IPV1,Industrialized,99,168000,170000,6570000
6632,3789,3789,15422,2018IPV1Jamaica,Jamaica,2018,IPV1,LACR,95,44000,47000,2692845
6633,3877,3877,15757,2018IPV1Jordan,Jordan,2018,IPV1,MENA,98,208000,213000,5317506
6626,3349,3349,13473,2018IPV1Haiti,Haiti,2018,IPV1,LACR,66,169000,256000,8754150
6616,2667,2667,10752,2018IPV1Ethiopia,Ethiopia,2018,IPV1,ESAR,52,1773000,3409000,70142091
6615,2601,2601,10579,2018IPV1Eswatini,Eswatini,2018,IPV1,ESAR,90,26000,29000,1019059
6614,2579,2579,10241,2018IPV1Eritrea,Eritrea,2018,IPV1,ESAR,29,29000,102000,2481058
6597,1347,1347,5102,2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,6704113
6598,1413,1413,5267,2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,442951
6599,1457,1457,5437,2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,12637727
6600,1523,1523,5600,2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,16357602
6601,1611,1611,5936,2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,3802128
6602,1699,1699,6100,2018IPV1Chad,Chad,2018,IPV1,WCAR,41,248000,606000,9019233
6603,1787,1787,6258,2018IPV1Chile,Chile,2018,IPV1,LACR,98,225000,230000,15684409
6604,1853,1853,6451,2018IPV1China,China,2018,IPV1,EAPR,99,16496000,16662000,1280400000
6605,1897,1897,6621,2018IPV1Colombia,Colombia,2018,IPV1,LACR,93,676000,727000,40875360
6606,1985,1985,6852,2018IPV1Comoros,Comoros,2018,IPV1,ESAR,84,21000,25000,569479
6607,2073,2073,7565,2018IPV1Cote d'Ivoire,Cote d'Ivoire,2018,IPV1,WCAR,67,565000,844000,17231539
6608,2139,2139,7920,2018IPV1Cuba,Cuba,2018,IPV1,LACR,99,113000,115000,11199651
6609,2205,2205,8956,2018IPV1Djibouti,Djibouti,2018,IPV1,MENA,44,9000,20000,746942
6610,2271,2271,9299,2018IPV1Dominican Republic,Dominican Republic,2018,IPV1,LACR,98,198000,202000,8724975
6611,2359,2359,9498,2018IPV1Ecuador,Ecuador,2018,IPV1,LACR,69,229000,332000,13143465
6612,2447,2447,9903,2018IPV1El Salvador,El Salvador,2018,IPV1,LACR,81,94000,116000,5962136
6613,2513,2513,10116,2018IPV1Equatorial Guinea,Equatorial Guinea,2018,IPV1,WCAR,25,10000,41000,658384
6595,1237,1237,4251,2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,179537520
6310,6514,6514,27187,2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,173609
6554,6978,6978,28522,2018IPV1Sierra Leone,Sierra Leone,2018,IPV1,WCAR,60,141000,236000,4754072
6552,6802,6802,28136,2018IPV1Serbia,Serbia,2018,IPV1,CEECIS,98,81000,83000,7503433
6495,2578,2578,10241,2018IPV1Eritrea,Eritrea,2018,IPV1,ESAR,29,29000,102000,2374722
6496,2600,2600,10579,2018IPV1Eswatini,Eswatini,2018,IPV1,ESAR,90,26000,29000,1013609
6497,2666,2666,10752,2018IPV1Ethiopia,Ethiopia,2018,IPV1,ESAR,52,1773000,3409000,68159423
6498,2710,2710,10902,2018IPV1Fiji,Fiji,2018,IPV1,EAPR,99,18000,18000,813925
6499,2776,2776,11468,2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1258003
6500,2842,2842,11824,2018IPV1Georgia,Georgia,2018,IPV1,CEECIS,99,53000,53000,4014373
6501,2930,2930,12213,2018IPV1Ghana,Ghana,2018,IPV1,WCAR,55,465000,845000,19756928
6494,2512,2512,10116,2018IPV1Equatorial Guinea,Equatorial Guinea,2018,IPV1,WCAR,25,10000,41000,631666
6502,2952,2952,12585,2018IPV1Grenada,Grenada,2018,IPV1,LACR,96,2000,2000,103249
6504,3106,3106,12941,2018IPV1Guinea,Guinea,2018,IPV1,WCAR,45,193000,430000,8417081
6505,3194,3194,13094,2018IPV1Guinea-Bissau,Guinea-Bissau,2018,IPV1,WCAR,3,2000,62000,1227106
6506,3260,3260,13245,2018IPV1Guyana,Guyana,2018,IPV1,LACR,97,15000,15000,745206
6507,3348,3348,13473,2018IPV1Haiti,Haiti,2018,IPV1,LACR,66,169000,256000,8608819
6508,3414,3414,13619,2018IPV1Honduras,Honduras,2018,IPV1,LACR,94,192000,204000,6751912
6509,3502,3502,14158,2018IPV1India,India,2018,IPV1,ROSA,75,17557000,23409000,1075000085
6510,3590,3590,14318,2018IPV1Indonesia,Indonesia,2018,IPV1,EAPR,66,3131000,4744000,214427417
6503,3040,3040,12756,2018IPV1Guatemala,Guatemala,2018,IPV1,LACR,94,390000,415000,11924946
6493,2446,2446,9903,2018IPV1El Salvador,El Salvador,2018,IPV1,LACR,81,94000,116000,5927006
6492,2358,2358,9498,2018IPV1Ecuador,Ecuador,2018,IPV1,LACR,69,229000,332000,12914667
6491,2270,2270,9299,2018IPV1Dominican Republic,Dominican Republic,2018,IPV1,LACR,98,198000,202000,8598601
6474,1060,1060,3898,2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3755512
6475,1148,1148,4083,2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,1674678
6476,1236,1236,4251,2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,177196054
6477,1324,1324,4925,2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,11944587
6478,1346,1346,5102,2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,6525545
6479,1412,1412,5267,2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,435709
6480,1456,1456,5437,2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,12405408
6481,1522,1522,5600,2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,15928910
6482,1610,1610,5936,2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,3722018
6483,1698,1698,6100,2018IPV1Chad,Chad,2018,IPV1,WCAR,41,248000,606000,8678051
6484,1786,1786,6258,2018IPV1Chile,Chile,2018,IPV1,LACR,98,225000,230000,15516113
6485,1852,1852,6451,2018IPV1China,China,2018,IPV1,EAPR,99,16496000,16662000,1271850000
6486,1896,1896,6621,2018IPV1Colombia,Colombia,2018,IPV1,LACR,93,676000,727000,40255967
6487,1984,1984,6852,2018IPV1Comoros,Comoros,2018,IPV1,ESAR,84,21000,25000,555888
6488,2072,2072,7565,2018IPV1Cote d'Ivoire,Cote d'Ivoire,2018,IPV1,WCAR,67,565000,844000,16853026
6489,2138,2138,7920,2018IPV1Cuba,Cuba,2018,IPV1,LACR,99,113000,115000,11164667
6490,2204,2204,8956,2018IPV1Djibouti,Djibouti,2018,IPV1,MENA,44,9000,20000,733015
6511,3656,3656,14670,2018IPV1Iraq,Iraq,2018,IPV1,MENA,92,1001000,1088000,24208180
6553,6890,6890,28334,2018IPV1Seychelles,Seychelles,2018,IPV1,ESAR,99,2000,2000,81202
6512,3700,3700,15042,2018IPV1Israel,Israel,2018,IPV1,Industrialized,99,168000,170000,6439000
6514,3876,3876,15757,2018IPV1Jordan,Jordan,2018,IPV1,MENA,98,208000,213000,5217336
6536,5592,5592,22499,2018IPV1Niger,Niger,2018,IPV1,WCAR,79,782000,990000,11751365
6537,5680,5680,22667,2018IPV1Nigeria,Nigeria,2018,IPV1,WCAR,57,3977000,6977000,125394046
6538,5768,5768,23209,2018IPV1Oman,Oman,2018,IPV1,MENA,99,90000,91000,2294962
6539,5856,5856,23431,2018IPV1Pakistan,Pakistan,2018,IPV1,ROSA,75,4226000,5634000,145978402
6540,5944,5944,23802,2018IPV1Panama,Panama,2018,IPV1,LACR,96,75000,78000,3089648
6541,6032,6032,24040,2018IPV1Papua New Guinea,Papua New Guinea,2018,IPV1,EAPR,35,78000,224000,5974629
6542,6098,6098,24205,2018IPV1Paraguay,Paraguay,2018,IPV1,LACR,91,128000,140000,5428444
6535,5504,5504,22302,2018IPV1Nicaragua,Nicaragua,2018,IPV1,LACR,99,130000,131000,5145366
6543,6164,6164,24410,2018IPV1Peru,Peru,2018,IPV1,LACR,89,504000,566000,26799285
6545,6318,6318,25249,2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,615012
6546,6406,6406,26267,2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,145976083
6547,6494,6494,26441,2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,8231156
6548,6516,6516,27187,2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,175392
6549,6582,6582,27556,2018IPV1Sao Tome and Principe,Sao Tome and Principe,2018,IPV1,WCAR,97,6000,6000,144755
6550,6648,6648,27723,2018IPV1Saudi Arabia,Saudi Arabia,2018,IPV1,MENA,96,571000,594000,21202642
6551,6736,6736,27950,2018IPV1Senegal,Senegal,2018,IPV1,WCAR,72,382000,530000,10036104
6544,6252,6252,24645,2018IPV1Philippines,Philippines,2018,IPV1,EAPR,41,881000,2148000,79672873
6534,5416,5416,21809,2018IPV1Nepal,Nepal,2018,IPV1,ROSA,16,88000,548000,24347106
6533,5372,5372,21467,2018IPV1Namibia,Namibia,2018,IPV1,ESAR,82,56000,68000,1823672
6532,5284,5284,21312,2018IPV1Myanmar,Myanmar,2018,IPV1,EAPR,82,744000,908000,47225120
6515,3964,3964,15949,2018IPV1Kazakhstan,Kazakhstan,2018,IPV1,CEECIS,99,377000,381000,14858335
6516,4052,4052,16154,2018IPV1Kenya,Kenya,2018,IPV1,ESAR,88,1255000,1427000,32848564
6517,4118,4118,16338,2018IPV1Kiribati,Kiribati,2018,IPV1,EAPR,92,3000,3000,85849
6518,4206,4206,16539,2018IPV1Kuwait,Kuwait,2018,IPV1,MENA,99,56000,57000,2103282
6519,4294,4294,17322,2018IPV1Lebanon,Lebanon,2018,IPV1,MENA,96,111000,116000,3991001
6520,4382,4382,17512,2018IPV1Lesotho,Lesotho,2018,IPV1,ESAR,39,21000,53000,2035740
6521,4426,4426,17675,2018IPV1Liberia,Liberia,2018,IPV1,WCAR,73,110000,151000,2953927
6522,4470,4470,17825,2018IPV1Libya,Libya,2018,IPV1,MENA,98,122000,125000,5443248
6523,4558,4558,18420,2018IPV1Madagascar,Madagascar,2018,IPV1,ESAR,70,585000,835000,16260932
6524,4646,4646,18939,2018IPV1Maldives,Maldives,2018,IPV1,ROSA,99,7000,7000,286306
6525,4734,4734,19106,2018IPV1Mali,Mali,2018,IPV1,WCAR,66,490000,743000,11271600
6526,4800,4800,19677,2018IPV1Mauritania,Mauritania,2018,IPV1,WCAR,68,96000,141000,2702400
6527,4888,4888,19827,2018IPV1Mauritius,Mauritius,2018,IPV1,ESAR,98,12000,13000,1196287
6528,4954,4954,20020,2018IPV1Mexico,Mexico,2018,IPV1,LACR,90,1972000,2191000,100298153
6529,5042,5042,20845,2018IPV1Montenegro,Montenegro,2018,IPV1,CEECIS,95,7000,7000,607389
6530,5130,5130,20966,2018IPV1Morocco,Morocco,2018,IPV1,MENA,80,535000,668000,29126330
6531,5218,5218,21156,2018IPV1Mozambique,Mozambique,2018,IPV1,ESAR,64,673000,1051000,18221888
6513,3788,3788,15422,2018IPV1Jamaica,Jamaica,2018,IPV1,LACR,95,44000,47000,2674702
6309,6492,6492,26441,2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,7501234
6308,6404,6404,26267,2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,147214392
6307,6316,6316,25249,2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,570489
6086,7524,7524,30508,2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,454161
6087,7612,7612,31032,2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,15175316
6088,7700,7700,31226,2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,5938405
6089,7722,7722,31414,2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,60846582
6090,7766,7766,31592,2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,861866
6091,7832,7832,31705,2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,4485951
6092,7854,7854,31865,2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,96619
6085,7458,7458,30349,2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,25413917
6093,7942,7942,32065,2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1259848
6095,8118,8118,32450,2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,60372568
6096,8206,8206,32652,2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,4355116
6097,8228,8228,33029,2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,21655398
6098,8294,8294,33183,2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,50594105
6099,8382,8382,33384,2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,2671362
6100,8470,8470,34338,2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,23667000
