,Unnamed: 0,0,Unnamed: 0.1,Index,country,year,Vaccine,Subgroup,Coverage,Vaccinated,Target,values
8109,7541,7541,30508,2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,553273
8111,7717,7717,31226,2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,8252833
8215,6596,6596,27556,2018IPV1Sao Tome and Principe,Sao Tome and Principe,2018,IPV1,WCAR,97,6000,6000,199432
8216,6662,6662,27723,2018IPV1Saudi Arabia,Saudi Arabia,2018,IPV1,MENA,96,571000,594000,31717667
8217,6750,6750,27950,2018IPV1Senegal,Senegal,2018,IPV1,WCAR,72,382000,530000,14578459
8218,6816,6816,28136,2018IPV1Serbia,Serbia,2018,IPV1,CEECIS,98,81000,83000,7095383
8219,6904,6904,28334,2018IPV1Seychelles,Seychelles,2018,IPV1,ESAR,99,2000,2000,93419
8220,6992,6992,28522,2018IPV1Sierra Leone,Sierra Leone,2018,IPV1,WCAR,60,141000,236000,7171914
8221,7014,7014,28682,2018IPV1Singapore,Singapore,2018,IPV1,EAPR,98,49000,50000,5535002
8214,6530,6530,27187,2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,193513
8222,7102,7102,29246,2018IPV1Solomon Islands,Solomon Islands,2018,IPV1,EAPR,88,18000,21000,603118
8224,7212,7212,29544,2018IPV1South Africa,South Africa,2018,IPV1,ESAR,81,934000,1153000,55386367
8225,7300,7300,29738,2018IPV1South Sudan,South Sudan,2018,IPV1,ESAR,34,123000,362000,10715658
8226,7388,7388,29960,2018IPV1Sri Lanka,Sri Lanka,2018,IPV1,ROSA,99,330000,333000,20970000
8227,7476,7476,30349,2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,38902950
8228,7542,7542,30508,2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,559143
8229,7630,7630,31032,2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,17997408
8230,7718,7718,31226,2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,8454028
8223,7190,7190,29421,2018IPV1Somalia,Somalia,2018,IPV1,ESAR,42,246000,586000,13797201
8213,6508,6508,26441,2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,11369071
8212,6420,6420,26267,2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,144096870
8211,6332,6332,25249,2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,2565710
8194,4968,4968,20020,2018IPV1Mexico,Mexico,2018,IPV1,LACR,90,1972000,2191000,121858258
8195,5056,5056,20845,2018IPV1Montenegro,Montenegro,2018,IPV1,CEECIS,95,7000,7000,622159
8196,5144,5144,20966,2018IPV1Morocco,Morocco,2018,IPV1,MENA,80,535000,668000,34663603
8197,5232,5232,21156,2018IPV1Mozambique,Mozambique,2018,IPV1,ESAR,64,673000,1051000,27042002
8198,5298,5298,21312,2018IPV1Myanmar,Myanmar,2018,IPV1,EAPR,82,744000,908000,52680726
8199,5386,5386,21467,2018IPV1Namibia,Namibia,2018,IPV1,ESAR,82,56000,68000,2314904
8200,5430,5430,21809,2018IPV1Nepal,Nepal,2018,IPV1,ROSA,16,88000,548000,27015031
8201,5518,5518,22302,2018IPV1Nicaragua,Nicaragua,2018,IPV1,LACR,99,130000,131000,6223240
8202,5606,5606,22499,2018IPV1Niger,Niger,2018,IPV1,WCAR,79,782000,990000,20001663
8203,5694,5694,22667,2018IPV1Nigeria,Nigeria,2018,IPV1,WCAR,57,3977000,6977000,181137448
8204,5782,5782,23209,2018IPV1Oman,Oman,2018,IPV1,MENA,99,90000,91000,4267348
8205,5870,5870,23431,2018IPV1Pakistan,Pakistan,2018,IPV1,ROSA,75,4226000,5634000,199426964
8206,5958,5958,23802,2018IPV1Panama,Panama,2018,IPV1,LACR,96,75000,78000,3968487
8207,6046,6046,24040,2018IPV1Papua New Guinea,Papua New Guinea,2018,IPV1,EAPR,35,78000,224000,8107775
8208,6112,6112,24205,2018IPV1Paraguay,Paraguay,2018,IPV1,LACR,91,128000,140000,6688746
8209,6178,6178,24410,2018IPV1Peru,Peru,2018,IPV1,LACR,89,504000,566000,30470734
8210,6266,6266,24645,2018IPV1Philippines,Philippines,2018,IPV1,EAPR,41,881000,2148000,102113212
8231,7740,7740,31414,2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,68714511
8193,4902,4902,19827,2018IPV1Mauritius,Mauritius,2018,IPV1,ESAR,98,12000,13000,1262605
8232,7784,7784,31592,2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,1196302
8234,7872,7872,31865,2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,100781
8256,811,811,3164,2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,368400
8257,899,899,3351,2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,10872067
8258,987,987,3522,2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,736709
8259,1075,1075,3898,2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3386267
8260,1163,1163,4083,2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,2159944
8261,1251,1251,4251,2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,206163058
8262,1339,1339,4925,2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,18646378
8255,745,745,2610,2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,285796
8263,1361,1361,5102,2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,10487998
8265,1471,1471,5437,2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,15766293
8266,1537,1537,5600,2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,23926539
8267,1625,1625,5936,2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,4537687
8268,1713,1713,6100,2018IPV1Chad,Chad,2018,IPV1,WCAR,41,248000,606000,14561666
8269,1801,1801,6258,2018IPV1Chile,Chile,2018,IPV1,LACR,98,225000,230000,18209068
8270,1867,1867,6451,2018IPV1China,China,2018,IPV1,EAPR,99,16496000,16662000,1378665000
8271,1911,1911,6621,2018IPV1Colombia,Colombia,2018,IPV1,LACR,93,676000,727000,48171392
8264,1427,1427,5267,2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,531146
8254,657,657,2453,2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,157970840
8253,569,569,2251,2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,1425791
8252,503,503,1878,2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,9757812
8235,7960,7960,32065,2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1370328
8236,8048,8048,32265,2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,11179949
8237,8136,8136,32450,2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,78529409
8238,8224,8224,32652,2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,5565287
8239,8246,8246,33029,2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,38225453
8240,8312,8312,33183,2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,45154029
8241,8400,8400,33384,2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,9262900
8242,8488,8488,34338,2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,31298900
8243,8510,8510,34533,2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,271130
8244,8598,8598,35261,2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,15879361
8245,19,19,6,2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,35383128
8246,85,85,167,2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,2876101
8247,173,173,376,2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,40551404
8248,261,261,740,2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,28842484
8249,283,283,912,2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,94527
8250,371,371,1078,2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,43590368
8251,437,437,1306,2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,2936146
8233,7850,7850,31705,2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,7323158
8110,7629,7629,31032,2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,18715672
8192,4814,4814,19677,2018IPV1Mauritania,Mauritania,2018,IPV1,WCAR,68,96000,141000,4046301
8190,4660,4660,18939,2018IPV1Maldives,Maldives,2018,IPV1,ROSA,99,7000,7000,454915
8133,502,502,1878,2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,9649341
8134,568,568,2251,2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,1371851
8135,656,656,2453,2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,156256276
8136,744,744,2610,2018IPV1Barbados,Barbados,2018,IPV1,LACR,95,3000,3000,285324
8137,810,810,3164,2018IPV1Belize,Belize,2018,IPV1,LACR,97,8000,8000,360933
8138,898,898,3351,2018IPV1Benin,Benin,2018,IPV1,WCAR,60,235000,391000,10575952
8139,986,986,3522,2018IPV1Bhutan,Bhutan,2018,IPV1,ROSA,97,12000,13000,727876
8132,436,436,1306,2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,2925553
8140,1074,1074,3898,2018IPV1Bosnia and Herzegovina,Bosnia and Herzegovina,2018,IPV1,CEECIS,89,24000,27000,3429361
8142,1250,1250,4251,2018IPV1Brazil,Brazil,2018,IPV1,LACR,89,2562000,2878000,204471769
8143,1338,1338,4925,2018IPV1Burkina Faso,Burkina Faso,2018,IPV1,WCAR,45,320000,711000,18110624
8144,1360,1360,5102,2018IPV1Burundi,Burundi,2018,IPV1,ESAR,50,209000,418000,10160030
8145,1426,1426,5267,2018IPV1Cabo Verde,Cabo Verde,2018,IPV1,WCAR,96,10000,10000,524743
8146,1470,1470,5437,2018IPV1Cambodia,Cambodia,2018,IPV1,EAPR,84,299000,356000,15521436
8147,1536,1536,5600,2018IPV1Cameroon,Cameroon,2018,IPV1,WCAR,78,655000,839000,23298368
8148,1624,1624,5936,2018IPV1Central African Republic,Central African Republic,2018,IPV1,WCAR,47,72000,153000,4493170
8141,1162,1162,4083,2018IPV1Botswana,Botswana,2018,IPV1,ESAR,95,52000,54000,2120716
8131,370,370,1078,2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,43131966
8130,282,282,912,2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,93566
8129,260,260,740,2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,27884381
8112,7739,7739,31414,2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,68438730
8113,7783,7783,31592,2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,1174331
8114,7849,7849,31705,2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,7137997
8115,7871,7871,31865,2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,101028
8116,7959,7959,32065,2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1362342
8117,8047,8047,32265,2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,11063201
8118,8135,8135,32450,2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,77231907
8119,8223,8223,32652,2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,5466328
8120,8245,8245,33029,2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,36912148
8121,8311,8311,33183,2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,45271947
8122,8399,8399,33384,2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,9214175
8123,8487,8487,34338,2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,30757700
8124,8509,8509,34533,2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,263888
8125,8597,8597,35261,2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,15399753
8126,18,18,6,2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,34413603
8127,84,84,167,2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,2880703
8128,172,172,376,2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,39728025
8149,1712,1712,6100,2018IPV1Chad,Chad,2018,IPV1,WCAR,41,248000,606000,14110975
8191,4748,4748,19106,2018IPV1Mali,Mali,2018,IPV1,WCAR,66,490000,743000,17438778
8150,1800,1800,6258,2018IPV1Chile,Chile,2018,IPV1,LACR,98,225000,230000,17969353
8152,1910,1910,6621,2018IPV1Colombia,Colombia,2018,IPV1,LACR,93,676000,727000,47520667
8174,3428,3428,13619,2018IPV1Honduras,Honduras,2018,IPV1,LACR,94,192000,204000,9112916
8175,3516,3516,14158,2018IPV1India,India,2018,IPV1,ROSA,75,17557000,23409000,1310152403
8176,3604,3604,14318,2018IPV1Indonesia,Indonesia,2018,IPV1,EAPR,66,3131000,4744000,258383256
8177,3670,3670,14670,2018IPV1Iraq,Iraq,2018,IPV1,MENA,92,1001000,1088000,35572261
8178,3714,3714,15042,2018IPV1Israel,Israel,2018,IPV1,Industrialized,99,168000,170000,8380100
8179,3802,3802,15422,2018IPV1Jamaica,Jamaica,2018,IPV1,LACR,95,44000,47000,2891021
8180,3890,3890,15757,2018IPV1Jordan,Jordan,2018,IPV1,MENA,98,208000,213000,9266575
8173,3362,3362,13473,2018IPV1Haiti,Haiti,2018,IPV1,LACR,66,169000,256000,10695542
8181,3978,3978,15949,2018IPV1Kazakhstan,Kazakhstan,2018,IPV1,CEECIS,99,377000,381000,17542806
8183,4132,4132,16338,2018IPV1Kiribati,Kiribati,2018,IPV1,EAPR,92,3000,3000,110930
8184,4220,4220,16539,2018IPV1Kuwait,Kuwait,2018,IPV1,MENA,99,56000,57000,3835591
8185,4308,4308,17322,2018IPV1Lebanon,Lebanon,2018,IPV1,MENA,96,111000,116000,6532678
8186,4396,4396,17512,2018IPV1Lesotho,Lesotho,2018,IPV1,ESAR,39,21000,53000,2059021
8187,4440,4440,17675,2018IPV1Liberia,Liberia,2018,IPV1,WCAR,73,110000,151000,4472230
8188,4484,4484,17825,2018IPV1Libya,Libya,2018,IPV1,MENA,98,122000,125000,6418315
8189,4572,4572,18420,2018IPV1Madagascar,Madagascar,2018,IPV1,ESAR,70,585000,835000,24234088
8182,4066,4066,16154,2018IPV1Kenya,Kenya,2018,IPV1,ESAR,88,1255000,1427000,47878336
8172,3274,3274,13245,2018IPV1Guyana,Guyana,2018,IPV1,LACR,97,15000,15000,767432
8171,3208,3208,13094,2018IPV1Guinea-Bissau,Guinea-Bissau,2018,IPV1,WCAR,3,2000,62000,1737202
8170,3120,3120,12941,2018IPV1Guinea,Guinea,2018,IPV1,WCAR,45,193000,430000,11432088
8153,1998,1998,6852,2018IPV1Comoros,Comoros,2018,IPV1,ESAR,84,21000,25000,777424
8154,2086,2086,7565,2018IPV1Cote d'Ivoire,Cote d'Ivoire,2018,IPV1,WCAR,67,565000,844000,23226143
8155,2152,2152,7920,2018IPV1Cuba,Cuba,2018,IPV1,LACR,99,113000,115000,11324781
8156,2218,2218,8956,2018IPV1Djibouti,Djibouti,2018,IPV1,MENA,44,9000,20000,913993
8157,2284,2284,9299,2018IPV1Dominican Republic,Dominican Republic,2018,IPV1,LACR,98,198000,202000,10281680
8158,2372,2372,9498,2018IPV1Ecuador,Ecuador,2018,IPV1,LACR,69,229000,332000,16212020
8159,2460,2460,9903,2018IPV1El Salvador,El Salvador,2018,IPV1,LACR,81,94000,116000,6325124
8160,2526,2526,10116,2018IPV1Equatorial Guinea,Equatorial Guinea,2018,IPV1,WCAR,25,10000,41000,1168568
8161,2592,2592,10241,2018IPV1Eritrea,Eritrea,2018,IPV1,ESAR,29,29000,102000,0
8162,2614,2614,10579,2018IPV1Eswatini,Eswatini,2018,IPV1,ESAR,90,26000,29000,1104044
8163,2680,2680,10752,2018IPV1Ethiopia,Ethiopia,2018,IPV1,ESAR,52,1773000,3409000,100835458
8164,2724,2724,10902,2018IPV1Fiji,Fiji,2018,IPV1,EAPR,99,18000,18000,868627
8165,2790,2790,11468,2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1947686
8166,2856,2856,11824,2018IPV1Georgia,Georgia,2018,IPV1,CEECIS,99,53000,53000,3725276
8167,2944,2944,12213,2018IPV1Ghana,Ghana,2018,IPV1,WCAR,55,465000,845000,27849205
8168,2966,2966,12585,2018IPV1Grenada,Grenada,2018,IPV1,LACR,96,2000,2000,109599
8169,3054,3054,12756,2018IPV1Guatemala,Guatemala,2018,IPV1,LACR,94,390000,415000,16252429
8151,1866,1866,6451,2018IPV1China,China,2018,IPV1,EAPR,99,16496000,16662000,1371220000
7292,8590,8590,35261,2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,12502958
6737,2778,2778,11468,2018IPV1Gabon,Gabon,2018,IPV1,WCAR,70,45000,64000,1319953
7290,8480,8480,34338,2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,26868000
6413,5283,5283,21312,2018IPV1Myanmar,Myanmar,2018,IPV1,EAPR,82,744000,908000,46719701
6414,5371,5371,21467,2018IPV1Namibia,Namibia,2018,IPV1,ESAR,82,56000,68000,1794571
6415,5415,5415,21809,2018IPV1Nepal,Nepal,2018,IPV1,ROSA,16,88000,548000,23941110
6416,5503,5503,22302,2018IPV1Nicaragua,Nicaragua,2018,IPV1,LACR,99,130000,131000,5069302
6417,5591,5591,22499,2018IPV1Niger,Niger,2018,IPV1,WCAR,79,782000,990000,11331557
6418,5679,5679,22667,2018IPV1Nigeria,Nigeria,2018,IPV1,WCAR,57,3977000,6977000,122283850
6419,5767,5767,23209,2018IPV1Oman,Oman,2018,IPV1,MENA,99,90000,91000,2267973
6412,5217,5217,21156,2018IPV1Mozambique,Mozambique,2018,IPV1,ESAR,64,673000,1051000,17711927
6420,5855,5855,23431,2018IPV1Pakistan,Pakistan,2018,IPV1,ROSA,75,4226000,5634000,142343578
6422,6031,6031,24040,2018IPV1Papua New Guinea,Papua New Guinea,2018,IPV1,EAPR,35,78000,224000,5847586
6423,6097,6097,24205,2018IPV1Paraguay,Paraguay,2018,IPV1,LACR,91,128000,140000,5323201
6424,6163,6163,24410,2018IPV1Peru,Peru,2018,IPV1,LACR,89,504000,566000,26459944
6425,6251,6251,24645,2018IPV1Philippines,Philippines,2018,IPV1,EAPR,41,881000,2148000,77991755
6426,6317,6317,25249,2018IPV1Qatar,Qatar,2018,IPV1,MENA,99,26000,26000,592468
6427,6405,6405,26267,2018IPV1Russian Federation,Russian Federation,2018,IPV1,CEECIS,97,1776000,1831000,146596557
6428,6493,6493,26441,2018IPV1Rwanda,Rwanda,2018,IPV1,ESAR,81,307000,380000,7933681
6421,5943,5943,23802,2018IPV1Panama,Panama,2018,IPV1,LACR,96,75000,78000,3030328
6429,6515,6515,27187,2018IPV1Samoa,Samoa,2018,IPV1,EAPR,46,2000,5000,174454
6411,5129,5129,20966,2018IPV1Morocco,Morocco,2018,IPV1,MENA,80,535000,668000,28793679
6409,4953,4953,20020,2018IPV1Mexico,Mexico,2018,IPV1,LACR,90,1972000,2191000,98899845
6393,3699,3699,15042,2018IPV1Israel,Israel,2018,IPV1,Industrialized,99,168000,170000,6289000
6394,3787,3787,15422,2018IPV1Jamaica,Jamaica,2018,IPV1,LACR,95,44000,47000,2654701
6395,3875,3875,15757,2018IPV1Jordan,Jordan,2018,IPV1,MENA,98,208000,213000,5122493
6396,3963,3963,15949,2018IPV1Kazakhstan,Kazakhstan,2018,IPV1,CEECIS,99,377000,381000,14883626
6397,4051,4051,16154,2018IPV1Kenya,Kenya,2018,IPV1,ESAR,88,1255000,1427000,31964557
6398,4117,4117,16338,2018IPV1Kiribati,Kiribati,2018,IPV1,EAPR,92,3000,3000,84396
6399,4205,4205,16539,2018IPV1Kuwait,Kuwait,2018,IPV1,MENA,99,56000,57000,2045123
6410,5041,5041,20845,2018IPV1Montenegro,Montenegro,2018,IPV1,CEECIS,95,7000,7000,604950
6400,4293,4293,17322,2018IPV1Lebanon,Lebanon,2018,IPV1,MENA,96,111000,116000,3842778
6402,4425,4425,17675,2018IPV1Liberia,Liberia,2018,IPV1,WCAR,73,110000,151000,2848456
6403,4469,4469,17825,2018IPV1Libya,Libya,2018,IPV1,MENA,98,122000,125000,5357891
6404,4557,4557,18420,2018IPV1Madagascar,Madagascar,2018,IPV1,ESAR,70,585000,835000,15766806
6405,4645,4645,18939,2018IPV1Maldives,Maldives,2018,IPV1,ROSA,99,7000,7000,279398
6406,4733,4733,19106,2018IPV1Mali,Mali,2018,IPV1,WCAR,66,490000,743000,10946445
6407,4799,4799,19677,2018IPV1Mauritania,Mauritania,2018,IPV1,WCAR,68,96000,141000,2630219
6408,4887,4887,19827,2018IPV1Mauritius,Mauritius,2018,IPV1,ESAR,98,12000,13000,1186873
6401,4381,4381,17512,2018IPV1Lesotho,Lesotho,2018,IPV1,ESAR,39,21000,53000,2032804
6430,6581,6581,27556,2018IPV1Sao Tome and Principe,Sao Tome and Principe,2018,IPV1,WCAR,97,6000,6000,142262
6431,6647,6647,27723,2018IPV1Saudi Arabia,Saudi Arabia,2018,IPV1,MENA,96,571000,594000,20663843
6432,6735,6735,27950,2018IPV1Senegal,Senegal,2018,IPV1,WCAR,72,382000,530000,9797734
6454,8231,8231,33029,2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,23650172
6455,8297,8297,33183,2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,49175848
6456,8385,8385,33384,2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,3134062
6457,8473,8473,34338,2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,24650400
6458,8495,8495,34533,2018IPV1Vanuatu,Vanuatu,2018,IPV1,EAPR,84,7000,8000,184972
6459,8583,8583,35261,2018IPV1Zambia,Zambia,2018,IPV1,ESAR,36,216000,601000,10415944
6460,4,4,6,2018IPV1Afghanistan,Afghanistan,2018,IPV1,ROSA,66,756000,1146000,21606988
6453,8209,8209,32652,2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,4516133
6461,70,70,167,2018IPV1Albania,Albania,2018,IPV1,CEECIS,99,33000,34000,3060173
6463,246,246,740,2018IPV1Angola,Angola,2018,IPV1,ESAR,40,472000,1181000,16945753
6464,268,268,912,2018IPV1Antigua and Barbuda,Antigua and Barbuda,2018,IPV1,LACR,99,1000,1000,77212
6465,356,356,1078,2018IPV1Argentina,Argentina,2018,IPV1,LACR,90,673000,747000,37275652
6466,422,422,1306,2018IPV1Armenia,Armenia,2018,IPV1,CEECIS,93,38000,41000,3050687
6467,488,488,1878,2018IPV1Azerbaijan,Azerbaijan,2018,IPV1,CEECIS,95,155000,163000,8111200
6468,554,554,2251,2018IPV1Bahrain,Bahrain,2018,IPV1,MENA,99,22000,22000,697545
6469,642,642,2453,2018IPV1Bangladesh,Bangladesh,2018,IPV1,ROSA,75,2144000,2858000,130088702
6462,158,158,376,2018IPV1Algeria,Algeria,2018,IPV1,MENA,94,942000,1002000,31451514
6452,8121,8121,32450,2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,63240194
6451,8033,8033,32265,2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,9708350
6450,7945,7945,32065,2018IPV1Trinidad and Tobago,Trinidad and Tobago,2018,IPV1,LACR,99,17000,18000,1267153
6433,6801,6801,28136,2018IPV1Serbia,Serbia,2018,IPV1,CEECIS,98,81000,83000,7516346
6434,6889,6889,28334,2018IPV1Seychelles,Seychelles,2018,IPV1,ESAR,99,2000,2000,81131
6435,6977,6977,28522,2018IPV1Sierra Leone,Sierra Leone,2018,IPV1,WCAR,60,141000,236000,4584571
6436,6999,6999,28682,2018IPV1Singapore,Singapore,2018,IPV1,EAPR,98,49000,50000,4027887
6437,7087,7087,29246,2018IPV1Solomon Islands,Solomon Islands,2018,IPV1,EAPR,88,18000,21000,412660
6438,7175,7175,29421,2018IPV1Somalia,Somalia,2018,IPV1,ESAR,42,246000,586000,8872254
6439,7197,7197,29544,2018IPV1South Africa,South Africa,2018,IPV1,ESAR,81,934000,1153000,44967708
6440,7285,7285,29738,2018IPV1South Sudan,South Sudan,2018,IPV1,ESAR,34,123000,362000,6199394
6441,7373,7373,29960,2018IPV1Sri Lanka,Sri Lanka,2018,IPV1,ROSA,99,330000,333000,18777601
6442,7461,7461,30349,2018IPV1Sudan,Sudan,2018,IPV1,MENA,84,1084000,1290000,27275015
6443,7527,7527,30508,2018IPV1Suriname,Suriname,2018,IPV1,LACR,93,10000,10000,470949
6444,7615,7615,31032,2018IPV1Syrian Arab Republic,Syrian Arab Republic,2018,IPV1,MENA,59,248000,420000,16410848
6445,7703,7703,31226,2018IPV1Tajikistan,Tajikistan,2018,IPV1,CEECIS,51,139000,272000,6216341
6446,7725,7725,31414,2018IPV1Thailand,Thailand,2018,IPV1,EAPR,95,677000,712000,62952642
6447,7769,7769,31592,2018IPV1Timor-Leste,Timor-Leste,2018,IPV1,EAPR,81,29000,36000,884366
6448,7835,7835,31705,2018IPV1Togo,Togo,2018,IPV1,WCAR,20,50000,249000,4924402
6449,7857,7857,31865,2018IPV1Tonga,Tonga,2018,IPV1,EAPR,81,2000,2000,97973
6392,3655,3655,14670,2018IPV1Iraq,Iraq,2018,IPV1,MENA,92,1001000,1088000,23497585
6391,3589,3589,14318,2018IPV1Indonesia,Indonesia,2018,IPV1,EAPR,66,3131000,4744000,211513823
6390,3501,3501,14158,2018IPV1India,India,2018,IPV1,ROSA,75,17557000,23409000,1056575549
6389,3413,3413,13619,2018IPV1Honduras,Honduras,2018,IPV1,LACR,94,192000,204000,6574509
6332,8032,8032,32265,2018IPV1Tunisia,Tunisia,2018,IPV1,MENA,98,196000,200000,9613588
6333,8120,8120,32450,2018IPV1Turkey,Turkey,2018,IPV1,CEECIS,96,1249000,1301000,62287397
6334,8208,8208,32652,2018IPV1Turkmenistan,Turkmenistan,2018,IPV1,CEECIS,96,128000,133000,4466135
6335,8230,8230,33029,2018IPV1Uganda,Uganda,2018,IPV1,ESAR,84,1305000,1553000,22952410
6336,8296,8296,33183,2018IPV1Ukraine,Ukraine,2018,IPV1,CEECIS,43,180000,418000,49673350
6337,8384,8384,33384,2018IPV1United Arab Emirates,United Arab Emirates,2018,IPV1,MENA,99,99000,100000,2966034
6338,8472,8472,34338,2018IPV1Uzbekistan,Uzbekistan,2018,IPV1,CEECIS,56,382000,682000,24311650
